Handle,Title,Body (HTML),Vendor,Product Category,Type,Tags,Published,Option1 Name,Option1 Value,Option1 Linked To,Option2 Name,Option2 Value,Option2 Linked To,Option3 Name,Option3 Value,Option3 Linked To,Variant SKU,Variant Grams,Variant Inventory Tracker,Variant Inventory Qty,Variant Inventory Policy,Variant Fulfillment Service,Variant Price,Variant Compare At Price,Variant Requires Shipping,Variant Taxable,Unit Price Total Measure,Unit Price Total Measure Unit,Unit Price Base Measure,Unit Price Base Measure Unit,Variant Barcode,Image Src,Image Position,Image Alt Text,Gift Card,SEO Title,SEO Description,Variant Image,Variant Weight Unit,Variant Tax Code,Cost per item,Status,Weight (LB),Volume (CUFT),Product Dimension (Inch)
lyon-5-pc-game-table-set-w-4-arm-chairs-patio-set,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0268/6749/9079/files/GM-2018-WB-3_c21596e9-cfcb-40ab-8fab-15bf466e0ab6.jpg?v=1773958134,2,lyon-5-pc-game-table-set-w-4-stacking-chairs-patio-set,,,,,,,,Active,,,
lyon-5-pc-game-table-set-w-4-arm-chairs-patio-set,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0268/6749/9079/files/GM-2018-WB-2_141fa250-6515-4553-a906-0ca58b3fb1b4.jpg?v=1773958134,3,lyon-5-pc-game-table-set-w-4-stacking-chairs-patio-set,,,,,,,,Active,,,
lyon-5-pc-game-table-set-w-4-arm-chairs-patio-set,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0268/6749/9079/files/GM-2018-WB-1_5768386f-7618-4cb8-8722-f2a44808a782.jpg?v=1773958134,4,lyon-5-pc-game-table-set-w-4-stacking-chairs-patio-set,,,,,,,,Active,,,
lyon-5-pc-game-table-set-w-4-arm-chairs-patio-set,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0268/6749/9079/files/GM-2018-WB-4_8b9715d0-93b7-4d9d-b3e5-bca2eaf9dee8.jpg?v=1773958134,5,lyon-5-pc-game-table-set-w-4-stacking-chairs-patio-set,,,,,,,,Active,,,
lyon-5-pc-game-table-set-w-4-armless-chairs-patio-set,Furniture of America - LYON 5 Pc. Game Table Set w/ 4 Armless Chairs Patio Set,"<p><span style=""color:#1e73be;""><strong>FREE SHIPPING</strong></span><br>
LYON 5 Pc. Game Table Set w/ 4 Armless Chairs is designed for everyday living, balancing comfort with a clean, finished look. This outdoor patio set is made to fit naturally into the room. A Contemporary profile gives the space a refined, approachable look. Built from Aluminum, Outdoor Fabric and finished in Black or Natural or Brown tones for a clean, cohesive look.<br>
Product Dimensions: Table: 50.5"" DIA X 29.5""H</p>

<p>Features<br>
- Black or Natural or Brown<br>
- Inlaid Chess Board<br>
- Teak Poker Race Track Table<br>
- UV &amp; Rain-Resistant<br>
- FSC Certified Teak Wood Included items and dimensions:<br>
- Game Table: color: Black or Natural or Brown; dimensions: 50.5""DIA x 29.5"" H; feature: Contemporary<br>
- Side Chair (2 / CTN): color: Natural or Beige; dimensions: 20"" W x 26.5""D x 33"" H; feature: Contemporary</p>

<p>Materials: Aluminum, Outdoor Fabric.<br>
Color: Black or Natural or Brown<br>
Weight: 175.17 lbs</p>",GOODDEGG,,Patio Set,"2026, Furniture of America, LYON, New Arrival, Outdoor, Outdoor Furniture, Patio Set, Quick Ship Furniture, LTL",true,Title,Default Title,,,,,,,,GM-2018-5PC-20,79456.002249085,shopify,20,deny,manual,1320,3177.00,true,false,,,,,,https://cdn.shopify.com/s/files/1/0268/6749/9079/files/GM-2018-5PC-20-WB-1_4530e09c-2c7c-4a3f-bcf9-adcaf4961500.jpg?v=1773958134,1,lyon-5-pc-game-table-set-w-4-armless-chairs-patio-set,false,LYON 5 Pc. Game Table Set w/ 4 Armless Chairs Patio Set,Shop LYON 5 Pc. Game Table Set w/ 4 Armless Chairs Patio Set. Color: Black/Natural/Brown. Free shipping from GOODDEGG. Buy now.,https://cdn.shopify.com/s/files/1/0268/6749/9079/files/GM-2018-5PC-20-WB-1_4530e09c-2c7c-4a3f-bcf9-adcaf4961500.jpg?v=1773958134,lb,,1149.00,Active,175.17,23.1,"Table: 50.5"" DIA X 29.5""H"
lyon-5-pc-game-table-set-w-4-armless-chairs-patio-set,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0268/6749/9079/files/GM-2018-WB-3_2a6324b1-9011-4ea3-b997-e53ed8b3850d.jpg?v=1773958134,2,lyon-5-pc-game-table-set-w-4-stacking-chairs-patio-set,,,,,,,,Active,,,
lyon-5-pc-game-table-set-w-4-armless-chairs-patio-set,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0268/6749/9079/files/GM-2018-WB-2_836f2c9d-0100-468a-8722-75523baf22c0.jpg?v=1773958134,3,lyon-5-pc-game-table-set-w-4-stacking-chairs-patio-set,,,,,,,,Active,,,
lyon-5-pc-game-table-set-w-4-armless-chairs-patio-set,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0268/6749/9079/files/GM-2018-WB-1_9dd2c7dc-0080-421b-bbec-5025dc2c7787.jpg?v=1773958134,4,lyon-5-pc-game-table-set-w-4-stacking-chairs-patio-set,,,,,,,,Active,,,
lyon-5-pc-game-table-set-w-4-armless-chairs-patio-set,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0268/6749/9079/files/GM-2018-WB-4_4f1e0afc-7561-4600-b621-c5a18fe7277b.jpg?v=1773958134,5,lyon-5-pc-game-table-set-w-4-stacking-chairs-patio-set,,,,,,,,Active,,,
lyon-5-pc-game-table-set-w-4-stacking-chairs-patio-set,Furniture of America - LYON 5 Pc. Game Table Set w/ 4 Stacking Chairs Patio Set,"<p><span style=""color:#1e73be;""><strong>FREE SHIPPING</strong></span><br>
LYON 5 Pc. Game Table Set w/ 4 Stacking Chairs offers a pulled-together look that makes the room feel ready to use and enjoy. Designed as a outdoor patio set, it pairs easily with surrounding decor. Its Contemporary styling keeps the room feeling polished yet comfortable. Crafted with Aluminum, Outdoor Fabric, then finished in Black or Natural or Brown tones to suit a range of interiors.<br>
Product Dimensions: Table: 50.5"" DIA X 29.5""H</p>

<p>Features<br>
- Black or Natural or Brown<br>
- Inlaid Chess Board<br>
- Teak Poker Race Track Table<br>
- UV &amp; Rain-Resistant<br>
- FSC Certified Teak Wood Included items and dimensions:<br>
- Game Table: color: Black or Natural or Brown; dimensions: 50.5""DIA x 29.5"" H; feature: Contemporary<br>
- Stacking Chair: color: Gun Metal or Natural Teak; dimensions: 22.5"" W x 25""D x 34"" H; feature: Contemporary</p>

<p>Materials: Aluminum, Outdoor Fabric.<br>
Color: Black or Natural or Brown<br>
Weight: 105.33 lbs</p>",GOODDEGG,,Patio Set,"2026, Furniture of America, LYON, New Arrival, Outdoor, Outdoor Furniture, Patio Set, Quick Ship Furniture, LTL",true,Title,Default Title,,,,,,,,GM-2018-5PC-05,47777.020409811,shopify,20,deny,manual,1105,2397.00,true,false,,,,,,https://cdn.shopify.com/s/files/1/0268/6749/9079/files/GM-2018-5PC-05-1_8fb39a2d-4c04-459a-879c-7769672544a4.jpg?v=1773958135,1,lyon-5-pc-game-table-set-w-4-stacking-chairs-patio-set,false,LYON 5 Pc. Game Table Set w/ 4 Stacking Chairs Patio Set,Shop LYON 5 Pc. Game Table Set w/ 4 Stacking Chairs Patio Set. Color: Black/Natural/Brown. Free shipping from GOODDEGG. Buy now.,https://cdn.shopify.com/s/files/1/0268/6749/9079/files/GM-2018-5PC-05-1_8fb39a2d-4c04-459a-879c-7769672544a4.jpg?v=1773958135,lb,,949.00,Active,105.33,54.9,"Table: 50.5"" DIA X 29.5""H"
lyon-5-pc-game-table-set-w-4-stacking-chairs-patio-set,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0268/6749/9079/files/GM-2018-WB-3_6b8125cb-2dca-4c0f-9b07-491eb212d44f.jpg?v=1773958135,2,lyon-5-pc-game-table-set-w-4-stacking-chairs-patio-set,,,,,,,,Active,,,
lyon-5-pc-game-table-set-w-4-stacking-chairs-patio-set,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0268/6749/9079/files/GM-2018-WB-2_42efc9dc-1389-44b0-a231-26a9954b3453.jpg?v=1773958135,3,lyon-5-pc-game-table-set-w-4-stacking-chairs-patio-set,,,,,,,,Active,,,
lyon-5-pc-game-table-set-w-4-stacking-chairs-patio-set,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0268/6749/9079/files/GM-2018-WB-1_4ca3b44b-c317-4691-bc18-7fdde9ef7182.jpg?v=1773958135,4,lyon-5-pc-game-table-set-w-4-stacking-chairs-patio-set,,,,,,,,Active,,,
lyon-5-pc-game-table-set-w-4-stacking-chairs-patio-set,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0268/6749/9079/files/GM-2018-WB-4_53325402-07dc-40c2-9f6c-7390dce7bf43.jpg?v=1773958135,5,lyon-5-pc-game-table-set-w-4-stacking-chairs-patio-set,,,,,,,,Active,,,
mackay-2-reclining-chairs-and-2-ottomans,Furniture of America - MACKAY 2 Reclining Chairs and 2 Ottomans,"<p><span style=""color:#1e73be;""><strong>FREE SHIPPING</strong></span><br>
MACKAY 2 Reclining Chairs and 2 Ottomans is designed for everyday living, balancing comfort with a clean, finished look. As a outdoor chair, it is designed to coordinate with matching pieces. The Contemporary character adds definition without feeling heavy. Built from Aluminum, FSC Certified 100% Teak Wood and finished in Beige or Natural Teak tones for a clean, cohesive look.<br>
Product Dimensions: 24 1/2""W X 27 1/2""D X 42 1/2""H</p>

<p>Features<br>
- Beige or Natural Teak<br>
- Button-tufted cushion Included items and dimensions:<br>
- Reclining Chair (2 / CTN): color: Beige or Natural Teak; dimensions: 24 1 or 2"" W x 27 1 or 2""D x 42 1 or 2"" H; feature: Contemporary<br>
- Ottoman (2 / CTN): color: Beige or Natural Teak; dimensions: 21 1 or 4"" L x 21 1 or 4"" W x 16 1 or 2"" H; feature: Contemporary</p>

<p>Materials: Aluminum, FSC Certified 100% Teak Wood.<br>
Color: Beige or Natural Teak<br>
Weight: 90.37 lbs</p>",GOODDEGG,,Chair,"2026, Chair, Furniture of America, LIVING ROOM FURNITURE, MACKAY, New Arrival, Outdoor, Outdoor Furniture, Quick Ship Furniture",true,Title,Default Title,,,,,,,,GM-2002-4PC,40991.006399189,shopify,20,deny,manual,385,777.00,true,false,,,,,,https://cdn.shopify.com/s/files/1/0268/6749/9079/files/GM-2002-WB-1_be396b91-8b88-49aa-a073-d94afcceedb8.jpg?v=1773958136,1,mackay-2-reclining-chairs-and-2-ottomans,false,MACKAY 2 Reclining Chairs and 2 Ottomans,Shop MACKAY 2 Reclining Chairs and 2 Ottomans. Color: Beige/Natural Teak. Free shipping from GOODDEGG. Buy now.,https://cdn.shopify.com/s/files/1/0268/6749/9079/files/GM-2002-WB-1_be396b91-8b88-49aa-a073-d94afcceedb8.jpg?v=1773958136,lb,,299.00,Active,90.37,12.9,"24 1/2""W X 27 1/2""D X 42 1/2""H"
mackay-2-reclining-chairs-and-2-ottomans,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0268/6749/9079/files/GM-2002-WB-2_e76a68b6-c9f6-49ed-8be1-89cc94fd4f15.jpg?v=1773958136,2,mackay-2-reclining-chairs-and-2-ottomans,,,,,,,,Active,,,
mackay-2-reclining-chairs-and-2-ottomans,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0268/6749/9079/files/GM-2002-WB-3_5ef0c48f-8f73-4a7f-9af2-673b3cfddeac.jpg?v=1773958136,3,mackay-2-reclining-chairs-and-2-ottomans,,,,,,,,Active,,,
mackay-5-pc-patio-dining-set,Furniture of America - MACKAY 5 Pc. Patio Dining Set,"<p><span style=""color:#1e73be;""><strong>FREE SHIPPING</strong></span><br>
Elevate your space with MACKAY, styled in Contemporary and designed for everyday comfort.<br>
This outdoor patio dining set is made to fit naturally into the room. With Aluminum, FSC Certified 100% Teak Wood and Beige/Natural Teak or Gun Metal/Natural Teak tones, it blends structure and softness in one clean profile.<br>
Product Dimensions: Varies by variant (see Variant Details below).<br>
Size: Varies by variant</p>

<p>Features<br>
- Aluminum<br>
- FSC Certified 100% Teak Wood<br>
- Mixed material of teak wood and metal frame<br>
- Extends from 61"" to 84"" w/ butterfly leaf<br>
- Seats up to 8 people<br>
- Level control table legs<br>
<strong>Variant Details</strong><br>
- <strong>Size: - | Color: Beige/Natural Teak | Dimensions: 61 1/2 - 84""L X 35 1/2""W X 30""H | Weight: 174.14 lbs | Volume: 28.3 cuft</strong><br>
- <strong>Size: - | Color: Gun Metal/Natural Teak | Dimensions: 59""L X 35 1/2""W X 29""H | Weight: 55.1 lbs | Volume: 50 cuft</strong><br>
</p>

<p>Materials: Aluminum, FSC Certified 100% Teak Wood.<br>
Color: Beige/Natural Teak or Gun Metal/Natural Teak<br>
Weight: 55.1 - 174.14 lbs</p>",GOODDEGG,,Patio Dining Set,"2026, Furniture of America, MACKAY, New Arrival, Outdoor, Outdoor Furniture, Patio Dining Set, Quick Ship Furniture, LTL",true,Color,Beige/Natural Teak,,,,,,,,GM-2001-5PC,78988.983544933,shopify,20,deny,manual,2120,2127.00,true,false,,,,,,https://cdn.shopify.com/s/files/1/0268/6749/9079/files/GM-2001-1-Z_59c8a05f-71bf-4bc5-8317-3395589ce7d5.jpg?v=1773958137,1,mackay-7-pc-patio-dining-set,false,MACKAY 5 Pc. Patio Dining Set,Shop MACKAY 5 Pc. Patio Dining Set. Multiple colors available. Free shipping from GOODDEGG. Buy now.,https://cdn.shopify.com/s/files/1/0268/6749/9079/files/GM-2001-1-Z_59c8a05f-71bf-4bc5-8317-3395589ce7d5.jpg?v=1773958137,lb,,789.00,Active,174.14,28.3,"61 1/2 - 84""L X 35 1/2""W X 30""H"
mackay-5-pc-patio-dining-set,,,,,,LTL,,,Gun Metal/Natural Teak,,,,,,,,GM-2004-5PC,24992.984946237,shopify,20,deny,manual,660,1047.00,true,false,,,,,,https://cdn.shopify.com/s/files/1/0268/6749/9079/files/GM-2001-2_561b1faf-a479-4ba2-9ab1-70f1c2ab9402.jpg?v=1773958136,2,mackay-7-pc-patio-dining-set-w-2-ottomans,,,,https://cdn.shopify.com/s/files/1/0268/6749/9079/files/GM-2004-5PC_b50bd122-6e2f-4228-8473-cfa6a4765e09.jpg?v=1773958136,lb,,499.00,Active,55.1,50,"59""L X 35 1/2""W X 29""H"
mackay-5-pc-patio-dining-set,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0268/6749/9079/files/GM-2001-3_db5cdd1c-6ea1-4741-af92-593f3e61a62c.jpg?v=1773958137,3,mackay-7-pc-patio-dining-set-w-2-ottomans,,,,,,,,Active,,,
mackay-5-pc-patio-dining-set,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0268/6749/9079/files/GM-2001-4_c7f6c374-38b9-4041-bda4-7ad79980ed0f.jpg?v=1773958136,4,mackay-7-pc-patio-dining-set-w-2-ottomans,,,,,,,,Active,,,
mackay-5-pc-patio-dining-set,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0268/6749/9079/files/GM-2001-5_2fb6a7b6-89db-4bbc-95eb-e44e03be9c02.jpg?v=1773958137,5,mackay-7-pc-patio-dining-set-w-2-ottomans,,,,,,,,Active,,,
mackay-5-pc-patio-dining-set,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0268/6749/9079/files/GM-2001-6_a2c1f451-ebbf-4f96-8c53-3f45c6fd200b.jpg?v=1773958136,6,mackay-7-pc-patio-dining-set-w-2-ottomans,,,,,,,,Active,,,
mackay-5-pc-patio-dining-set,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0268/6749/9079/files/GM-2001-7_633cc0b7-d61f-4fa8-a75a-9b702a1c8b62.jpg?v=1773958136,7,mackay-7-pc-patio-dining-set-w-2-ottomans,,,,,,,,Active,,,
mackay-5-pc-patio-dining-set,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0268/6749/9079/files/GM-2001-8_3a6d63a5-0998-45ff-b4ef-e56727a6c9d1.jpg?v=1773958136,8,mackay-7-pc-patio-dining-set-w-2-ottomans,,,,,,,,Active,,,
mackay-5-pc-patio-dining-set,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0268/6749/9079/files/GM-2001-9_1c799f54-1625-450e-908f-1dc3fdf08de3.jpg?v=1773958136,9,mackay-7-pc-patio-dining-set-w-2-ottomans,,,,,,,,Active,,,
mackay-5-pc-patio-dining-set,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0268/6749/9079/files/GM-2004-5PC_b50bd122-6e2f-4228-8473-cfa6a4765e09.jpg?v=1773958136,10,mackay-5-pc-patio-dining-set,,,,,,,,Active,,,
mackay-5-pc-patio-dining-set,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0268/6749/9079/files/GM-2004-WB-4_46c7df90-2bf9-41a8-aeec-b19bdfcf2be8.jpg?v=1773958136,11,mackay-5-pc-patio-dining-set,,,,,,,,Active,,,
mackay-5-pc-patio-dining-set,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0268/6749/9079/files/GM-2004-WB-5_dc2f73fb-2d46-45b3-8f45-2a8e1dbb43bc.jpg?v=1773958136,12,mackay-5-pc-patio-dining-set,,,,,,,,Active,,,
mackay-7-pc-patio-dining-set,Furniture of America - MACKAY 7 Pc. Patio Dining Set,"<p><span style=""color:#1e73be;""><strong>FREE SHIPPING</strong></span><br>
MACKAY 7 Pc. Patio Dining Set anchors the dining area with a cohesive look that feels easy and welcoming. As a outdoor patio dining set, it is designed to coordinate with matching pieces. The Contemporary character adds definition without feeling heavy. Finished in Gun Metal or Beige or Natural Teak tones, the Aluminum, FSC Certified 100% Teak Wood build keeps the look polished and practical.<br>
Product Dimensions: 61 1/2 - 84""L X 35 1/2""W X 30""H</p>

<p>Features<br>
- Gun Metal or Beige or Natural Teak<br>
- Mixed material of teak wood and metal frame<br>
- Extends from 61"" to 84"" w/ butterfly leaf<br>
- Seats up to 8 people<br>
- Level control table legs Included items and dimensions:<br>
- Patio Dining Table: color: Gun Metal or Natural Teak; dimensions: 61 1 or 2 - 84"" L x 35 1 or 2"" W x 30"" H; feature: Contemporary<br>
- Reclining Chair (2 / CTN): color: Beige or Natural Teak; dimensions: 24 1 or 2"" W x 27 1 or 2""D x 42 1 or 2"" H; feature: Contemporary</p>

<p>Materials: Aluminum, FSC Certified 100% Teak Wood.<br>
Color: Gun Metal or Beige or Natural Teak<br>
Weight: 234.76 lbs</p>",GOODDEGG,,Patio Dining Set,"2026, Furniture of America, MACKAY, New Arrival, Outdoor, Outdoor Furniture, Patio Dining Set, Quick Ship Furniture, LTL",true,Title,Default Title,,,,,,,,GM-2001-7PC,106484.981907304,shopify,20,deny,manual,1210,2697.00,true,false,,,,,,https://cdn.shopify.com/s/files/1/0268/6749/9079/files/GM-2001-1-Z_41e51808-d02a-4328-b6b8-590da3b9c2d3.jpg?v=1773958137,1,mackay-7-pc-patio-dining-set,false,MACKAY 7 Pc. Patio Dining Set,Shop MACKAY 7 Pc. Patio Dining Set. Color: Gun Metal/Beige/Natural Teak. Free shipping from GOODDEGG. Buy now.,https://cdn.shopify.com/s/files/1/0268/6749/9079/files/GM-2001-1-Z_41e51808-d02a-4328-b6b8-590da3b9c2d3.jpg?v=1773958137,lb,,999.00,Active,234.76,37.7,"61 1/2 - 84""L X 35 1/2""W X 30""H"
mackay-7-pc-patio-dining-set,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0268/6749/9079/files/GM-2001-2_85e61710-9b85-4465-9f19-0730327735be.jpg?v=1773958137,2,mackay-7-pc-patio-dining-set-w-2-ottomans,,,,,,,,Active,,,
mackay-7-pc-patio-dining-set,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0268/6749/9079/files/GM-2001-3_33c34a10-398f-4f5e-83f7-0a7013000813.jpg?v=1773958137,3,mackay-7-pc-patio-dining-set-w-2-ottomans,,,,,,,,Active,,,
mackay-7-pc-patio-dining-set,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0268/6749/9079/files/GM-2001-4_31ea0a17-8442-4f84-a160-480d4ad80012.jpg?v=1773958136,4,mackay-7-pc-patio-dining-set-w-2-ottomans,,,,,,,,Active,,,
mackay-7-pc-patio-dining-set,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0268/6749/9079/files/GM-2001-5_ac23084c-85b8-4932-83c0-ac5f5c9f99f5.jpg?v=1773958136,5,mackay-7-pc-patio-dining-set-w-2-ottomans,,,,,,,,Active,,,
mackay-7-pc-patio-dining-set,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0268/6749/9079/files/GM-2001-6_7fa932e4-aeb3-41bf-b4f3-de18d7a2f1b1.jpg?v=1773958136,6,mackay-7-pc-patio-dining-set-w-2-ottomans,,,,,,,,Active,,,
mackay-7-pc-patio-dining-set,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0268/6749/9079/files/GM-2001-7_e1d6a923-6c07-471c-81b2-4125c2791747.jpg?v=1773958137,7,mackay-7-pc-patio-dining-set-w-2-ottomans,,,,,,,,Active,,,
mackay-7-pc-patio-dining-set,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0268/6749/9079/files/GM-2001-8_735d1dc0-b071-4dbc-b1de-7835b8126d8b.jpg?v=1773958136,8,mackay-7-pc-patio-dining-set-w-2-ottomans,,,,,,,,Active,,,
mackay-7-pc-patio-dining-set,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0268/6749/9079/files/GM-2001-9_81975a23-db1d-4384-802a-97884e9d295c.jpg?v=1773958136,9,mackay-7-pc-patio-dining-set-w-2-ottomans,,,,,,,,Active,,,
mackay-7-pc-patio-dining-set-w-2-ottomans,Furniture of America - MACKAY 7 Pc. Patio Dining Set w/ 2 Ottomans,"<p><span style=""color:#1e73be;""><strong>FREE SHIPPING</strong></span><br>
MACKAY 7 Pc. Patio Dining Set w/ 2 Ottomans sets the tone for shared meals with a comfortable, coordinated look. This outdoor patio dining set is made to fit naturally into the room. A Contemporary profile gives the space a refined, approachable look. Built from Aluminum, FSC Certified 100% Teak Wood and finished in Gun Metal or Beige or Natural Teak tones for a clean, cohesive look.<br>
Product Dimensions: 61 1/2 - 84""L X 35 1/2""W X 30""H</p>

<p>Features<br>
- Gun Metal or Beige or Natural Teak<br>
- Mixed material of teak wood and metal frame<br>
- Extends from 61"" to 84"" w/ butterfly leaf<br>
- Seats up to 8 people<br>
- Level control table legs Included items and dimensions:<br>
- Patio Dining Table: color: Gun Metal or Natural Teak; dimensions: 61 1 or 2 - 84"" L x 35 1 or 2"" W x 30"" H; feature: Contemporary<br>
- Reclining Chair (2 / CTN): color: Beige or Natural Teak; dimensions: 24 1 or 2"" W x 27 1 or 2""D x 42 1 or 2"" H; feature: Contemporary<br>
- Ottoman (2 / CTN): color: Beige or Natural Teak; dimensions: 21 1 or 4"" L x 21 1 or 4"" W x 16 1 or 2"" H; feature: Contemporary</p>

<p>Materials: Aluminum, FSC Certified 100% Teak Wood.<br>
Color: Gun Metal or Beige or Natural Teak<br>
Weight: 203.89 lbs</p>",GOODDEGG,,Patio Dining Set,"2026, Furniture of America, MACKAY, New Arrival, Outdoor, Outdoor Furniture, Patio Dining Set, Quick Ship Furniture, LTL",true,Title,Default Title,,,,,,,,GM-2001-7PC-OT,92482.993678537,shopify,20,deny,manual,2360,2367.00,true,false,,,,,,https://cdn.shopify.com/s/files/1/0268/6749/9079/files/GM-2001-2_58b40e13-41da-44b0-96dc-54b97e198a7e.jpg?v=1773958137,1,mackay-7-pc-patio-dining-set-w-2-ottomans,false,MACKAY 7 Pc. Patio Dining Set w/ 2 Ottomans,Shop MACKAY 7 Pc. Patio Dining Set w/ 2 Ottomans. Color: Gun Metal/Beige/Natural Teak. Free shipping from GOODDEGG. Buy now.,,lb,,879.00,Active,203.89,31.8,"61 1/2 - 84""L X 35 1/2""W X 30""H"
mackay-7-pc-patio-dining-set-w-2-ottomans,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0268/6749/9079/files/GM-2001-3_99cc9b71-8365-423a-8065-24aa67ac67bf.jpg?v=1773958137,2,mackay-7-pc-patio-dining-set-w-2-ottomans,,,,,,,,Active,,,
mackay-7-pc-patio-dining-set-w-2-ottomans,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0268/6749/9079/files/GM-2001-4_4d808532-0730-437f-895d-798d5dd8d080.jpg?v=1773958137,3,mackay-7-pc-patio-dining-set-w-2-ottomans,,,,,,,,Active,,,
mackay-7-pc-patio-dining-set-w-2-ottomans,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0268/6749/9079/files/GM-2001-5_1f1820d6-da85-4a79-9cbc-34cd9fc4437d.jpg?v=1773958137,4,mackay-7-pc-patio-dining-set-w-2-ottomans,,,,,,,,Active,,,
mackay-7-pc-patio-dining-set-w-2-ottomans,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0268/6749/9079/files/GM-2001-6_5f58c787-12a1-43b8-bff8-cc952df8f54d.jpg?v=1773958137,5,mackay-7-pc-patio-dining-set-w-2-ottomans,,,,,,,,Active,,,
mackay-7-pc-patio-dining-set-w-2-ottomans,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0268/6749/9079/files/GM-2001-7_0ce46617-3c2c-48cc-9eef-40fd68f4e500.jpg?v=1773958137,6,mackay-7-pc-patio-dining-set-w-2-ottomans,,,,,,,,Active,,,
mackay-7-pc-patio-dining-set-w-2-ottomans,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0268/6749/9079/files/GM-2001-8_3743506e-0eb2-4d51-a9af-6e292e7e144e.jpg?v=1773958137,7,mackay-7-pc-patio-dining-set-w-2-ottomans,,,,,,,,Active,,,
mackay-7-pc-patio-dining-set-w-2-ottomans,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0268/6749/9079/files/GM-2001-9_b5ed7349-c48e-4fd9-90c3-9d6e9cf6d96e.jpg?v=1773958137,8,mackay-7-pc-patio-dining-set-w-2-ottomans,,,,,,,,Active,,,
