Handle,Title,Body (HTML),Vendor,Product Category,Type,Tags,Published,Option1 Name,Option1 Value,Option1 Linked To,Option2 Name,Option2 Value,Option2 Linked To,Option3 Name,Option3 Value,Option3 Linked To,Variant SKU,Variant Grams,Variant Inventory Tracker,Variant Inventory Policy,Variant Fulfillment Service,Variant Price,Variant Compare At Price,Variant Requires Shipping,Variant Taxable,Unit Price Total Measure,Unit Price Total Measure Unit,Unit Price Base Measure,Unit Price Base Measure Unit,Variant Barcode,Image Src,Image Position,Image Alt Text,Gift Card,SEO Title,SEO Description,Google Shopping / Google Product Category,Google Shopping / Gender,Google Shopping / Age Group,Google Shopping / MPN,Google Shopping / Condition,Google Shopping / Custom Product,Google Shopping / Custom Label 0,Google Shopping / Custom Label 1,Google Shopping / Custom Label 2,Google Shopping / Custom Label 3,Google Shopping / Custom Label 4,Google: Custom Product (product.metafields.mm-google-shopping.custom_product),Bedding size (product.metafields.shopify.bedding-size),Color (product.metafields.shopify.color-pattern),Variant Image,Variant Weight Unit,Variant Tax Code,Cost per item,Status,Weight (LB),Volume (CUFT),Product Dimension (Inch),Color
lennart-ii-5-pc-queen-bedroom-set-with-2ns,,,,,,,,,White,,,,,,,,CM7386WH-Q-5PC-2NS,278778.0067,shopify,deny,manual,2044,2217,TRUE,FALSE,,,,,,https://cdn.shopify.com/s/files/1/0268/6749/9079/files/CM7386BK-T-Z_5f7ee65a-b449-4ee6-ae15-59a666394744.jpg?v=1773558518,2,lennart-ii-5-pc-queen-bedroom-set-with-2ns,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0268/6749/9079/files/CM7386WH-2_d5a79ed8-c60a-47fa-98b5-631dac723945.jpg?v=1773558518,lb,,919,Active,614.6,67.2,"87""L X 63 5/8""W X 52""H",White
lennart-ii-5-pc-queen-bedroom-set-with-2ns,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0268/6749/9079/files/CM7386BK-T-WB_ee2649eb-85ad-46fa-b515-b93909c1bf3b.jpg?v=1773558518,3,lennart-ii-5-pc-queen-bedroom-set-with-2ns,,,,,,,,,,,,,,,,,,,,,,Active,,,,
lennart-ii-5-pc-queen-bedroom-set-with-2ns,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0268/6749/9079/files/CM7386BK-Z_b001d894-9a82-437b-b8a2-9352c1eeb805.jpg?v=1773558518,4,lennart-ii-5-pc-queen-bedroom-set-with-2ns,,,,,,,,,,,,,,,,,,,,,,Active,,,,
lennart-ii-5-pc-queen-bedroom-set-with-2ns,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0268/6749/9079/files/CM7386WH-1_484e1a1e-4056-485c-b4e6-ab648d1cc06c.jpg?v=1773558518,5,lennart-ii-5-pc-queen-bedroom-set-with-2ns,,,,,,,,,,,,,,,,,,,,,,Active,,,,
lennart-ii-5-pc-queen-bedroom-set-with-2ns,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0268/6749/9079/files/CM7386BK-M-Z_31ac10e4-a1dd-478c-9be6-28ecba93abb3.jpg?v=1773558518,6,lennart-ii-5-pc-queen-bedroom-set-with-2ns,,,,,,,,,,,,,,,,,,,,,,Active,,,,
lennart-ii-5-pc-queen-bedroom-set-with-2ns,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0268/6749/9079/files/CM7386WH-2_d5a79ed8-c60a-47fa-98b5-631dac723945.jpg?v=1773558518,7,lennart-ii-5-pc-queen-bedroom-set-with-2ns,,,,,,,,,,,,,,,,,,,,,,Active,,,,
lennart-ii-4-pc-queen-bedroom-set,Furniture of America - LENNART II 4 Pc. Queen Bedroom Set (CM7386BK-Q-4PC),"<p><span style=""color: Black""><strong>FREE SHIPPING</strong></span><br>NB: Some items may go out of stock !! To avoid refund circumstances, we recommend emailing sales@gooddegg.com to confirm stock availability before placing order<br>LENNART II 4 Pc. Bedroom Set brings a restful, finished feel to the bedroom. This bedroom bedroom set is made to fit naturally into the room. A Mid-Century Modern profile gives the space a refined, approachable look. With Solid Wood, Wood Veneer, Engineered Wood construction and Black tones, it blends durability with visual warmth.<br>Product Dimensions: 86 1 / 2"" L x 64 1 / 2"" W x 48"" H<br><strong>Size:</strong> Queen<br>Features<br>- Round Tapered Legs<br>- Recessed Drawer Handles<br>- Slat Kit Included</p>
<p><strong>Included items and dimensions:</strong></p><p>- <strong>II Nightstand</strong>: color: Black<br>- <strong>II Dresser</strong>: color: Black</p>
<p><strong>Materials:</strong> Solid Wood, Wood Veneer, Engineered Wood<br><strong>Color:</strong> Black<br><strong>Weight:</strong> 398.81 lbs<br>
Volume : 42.2 CUFT</p><br>SKU : CM7386BK-Q-4PC",Furniture of America,Furniture > Furniture Sets > Bedroom Furniture Sets,Bedroom Set,"2026, Bedroom, BEDROOM FURNITURE, Bedroom Set, Furniture of America, Indoor Furniture, LENNART II, New Arrival, Quick Ship Furniture, LTL",TRUE,Color,Black,,,,,,,,CM7386BK-Q-4PC,180896.9916,shopify,deny,manual,1792,1947,TRUE,FALSE,,,,,,https://cdn.shopify.com/s/files/1/0268/6749/9079/files/CM7386BK-1_067dcd8c-3a2a-4edb-b898-d12d40f83f77.jpg?v=1773558521,1,lennart-ii-4-pc-queen-bedroom-set,FALSE,LENNART II 4 Pc. Queen Bedroom Set | GOODDEGG,The LENNART II Bedroom creates a restful centerpiece for the bedroom. Shop at GOODDEGG for a great selection and guaranteed lowest prices.,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0268/6749/9079/files/CM7386BK-M-Z_75e0a5e8-486f-4eea-a9b8-85f0e1ae5c1c.jpg?v=1773558520,lb,,799,Active,398.81,42.2,"86 1/2""L X 64 1/2""W X 48""H",Black
lennart-ii-4-pc-queen-bedroom-set,,,,,,,,,White,,,,,,,,CM7386WH-Q-4PC,178443.0116,shopify,deny,manual,1787,1947,TRUE,FALSE,,,,,,https://cdn.shopify.com/s/files/1/0268/6749/9079/files/CM7386BK-T-Z_7be0bc5e-0a22-4d17-832c-5a80288d2398.jpg?v=1773558521,2,lennart-ii-4-pc-queen-bedroom-set,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0268/6749/9079/files/CM7386WH-2_0669ba46-d7e2-4264-8c2f-a35cba789eeb.jpg?v=1773558520,lb,,799,Active,393.4,42.5,"87""L X 63 5/8""W X 52""H",White
lennart-ii-4-pc-queen-bedroom-set,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0268/6749/9079/files/CM7386BK-T-WB_aa7e4f8f-4ec8-4b3f-be66-619105cbb199.jpg?v=1773558520,3,lennart-ii-4-pc-queen-bedroom-set,,,,,,,,,,,,,,,,,,,,,,Active,,,,
lennart-ii-4-pc-queen-bedroom-set,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0268/6749/9079/files/CM7386BK-Z_aa0c43e7-daf5-4994-8136-5c62fc328b0c.jpg?v=1773558521,4,lennart-ii-4-pc-queen-bedroom-set,,,,,,,,,,,,,,,,,,,,,,Active,,,,
lennart-ii-4-pc-queen-bedroom-set,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0268/6749/9079/files/CM7386WH-1_9bd33019-69f0-47f5-9064-1d6d77f64ef0.jpg?v=1773558520,5,lennart-ii-4-pc-queen-bedroom-set,,,,,,,,,,,,,,,,,,,,,,Active,,,,
lennart-ii-4-pc-queen-bedroom-set,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0268/6749/9079/files/CM7386BK-M-Z_75e0a5e8-486f-4eea-a9b8-85f0e1ae5c1c.jpg?v=1773558520,6,lennart-ii-4-pc-queen-bedroom-set,,,,,,,,,,,,,,,,,,,,,,Active,,,,
lennart-ii-4-pc-queen-bedroom-set,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0268/6749/9079/files/CM7386WH-2_0669ba46-d7e2-4264-8c2f-a35cba789eeb.jpg?v=1773558520,7,lennart-ii-4-pc-queen-bedroom-set,,,,,,,,,,,,,,,,,,,,,,Active,,,,
lennart-5-pc-queen-bedroom-set-with-chest,Furniture of America - LENNART 5 Pc. Queen Bedroom Set w/ Chest (CM7386A-Q-5PC-CHEST),"<p><span style=""color: Oak""><strong>FREE SHIPPING</strong></span><br>NB: Some items may go out of stock !! To avoid refund circumstances, we recommend emailing sales@gooddegg.com to confirm stock availability before placing order<br>Create a calm, coordinated retreat with LENNART 5 Pc. Bedroom Set w/Chest. Designed as a bedroom bedroom set, it pairs easily with surrounding decor. Its Mid-Century Modern styling keeps the room feeling polished yet comfortable. Built from Solid Wood, Wood Veneer, Engineered Wood and finished in Oak tones for a clean, cohesive look.<br>Product Dimensions: 86 1 / 2"" L x 64 1 / 2"" W x 48"" H<br><strong>Size:</strong> Queen<br>Features<br>- Round Tapered Legs<br>- Recessed Drawer Handles<br>- Slat Kit Included</p>
<p><strong>Included items and dimensions:</strong></p><p>- <strong>Nightstand</strong>: color: Oak<br>- <strong>Dresser</strong>: color: Oak<br>- <strong>Chest</strong>: color: Oak</p>
<p><strong>Materials:</strong> Solid Wood, Wood Veneer, Engineered Wood<br><strong>Color:</strong> Oak<br><strong>Weight:</strong> 574 lbs<br>
Volume : 60.9 CUFT</p><br>SKU : CM7386A-Q-5PC-CHEST",Furniture of America,Furniture > Furniture Sets > Bedroom Furniture Sets,Bedroom Set,"2026, Bedroom, BEDROOM FURNITURE, Bedroom Set, Furniture of America, Indoor Furniture, LENNART, New Arrival, Quick Ship Furniture, LTL",TRUE,Color,Oak,,,,,,,,CM7386A-Q-5PC-CHEST,260362.0204,shopify,deny,manual,2431,2664,TRUE,FALSE,,,,,,https://cdn.shopify.com/s/files/1/0268/6749/9079/files/CM7386A-M-Z_cd3f607f-e7e2-4ace-92f6-ccbd548ff9fc.jpg?v=1773558523,1,lennart-5-pc-queen-bedroom-set-with-chest,FALSE,LENNART 5 Pc. Queen Bedroom Set w/ Chest | GOODDEGG,The LENNART Bedroom w/ Chest creates a restful centerpiece for the bedroom. Shop at GOODDEGG for a great selection and guaranteed lowest prices.,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0268/6749/9079/files/CM7386A-M-Z_cd3f607f-e7e2-4ace-92f6-ccbd548ff9fc.jpg?v=1773558523,lb,,1098,Active,574,60.9,"86 1/2""L X 64 1/2""W X 48""H",Oak
lennart-5-pc-queen-bedroom-set-with-chest,,,,,,,,,Gray,,,,,,,,CM7386GY-Q-5PC-CHEST,237864.0203,shopify,deny,manual,2389,2664,TRUE,FALSE,,,,,,https://cdn.shopify.com/s/files/1/0268/6749/9079/files/CM7386GY-M-Z_ebd18f30-85b4-41ca-893f-88c76321bc57.jpg?v=1773558523,2,lennart-5-pc-queen-bedroom-set-with-chest,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0268/6749/9079/files/CM7386GY-M-Z_ebd18f30-85b4-41ca-893f-88c76321bc57.jpg?v=1773558523,lb,,1098,Active,524.4,61.2,"86 1/2""L X 64 1/2""W X 48""H",Gray
lennart-5-pc-queen-bedroom-set-with-chest,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0268/6749/9079/files/CM7386GY-WB_162c686d-4877-484f-9fec-0059c0154631.jpg?v=1773558523,3,lennart-5-pc-queen-bedroom-set-with-chest,,,,,,,,,,,,,,,,,,,,,,Active,,,,
lennart-5-pc-queen-bedroom-set-with-chest,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0268/6749/9079/files/CM7386GY-MO-Z_ba247af2-07cc-42e8-a48e-e71f27c9143c.jpg?v=1773558523,4,lennart-5-pc-queen-bedroom-set-with-chest,,,,,,,,,,,,,,,,,,,,,,Active,,,,
lennart-5-pc-queen-bedroom-set-with-chest,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0268/6749/9079/files/CM7386GY-T-WB_14fc4e91-017f-404c-8d94-a410923698f0.jpg?v=1773558523,5,lennart-5-pc-queen-bedroom-set-with-chest,,,,,,,,,,,,,,,,,,,,,,Active,,,,
lennart-5-pc-queen-bedroom-set-with-chest,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0268/6749/9079/files/CM7386GY-MO-1_42eb2d0e-6768-44a5-9b4d-0b4317dd66fa.jpg?v=1773558523,6,lennart-5-pc-queen-bedroom-set-with-chest,,,,,,,,,,,,,,,,,,,,,,Active,,,,
lennart-5-pc-queen-bedroom-set-with-2ns,Furniture of America - LENNART 5 Pc. Queen Bedroom Set w/ 2NS (CM7386A-Q-5PC-2NS),"<p><span style=""color: Oak""><strong>FREE SHIPPING</strong></span><br>NB: Some items may go out of stock !! To avoid refund circumstances, we recommend emailing sales@gooddegg.com to confirm stock availability before placing order<br>LENNART 5 Pc. Bedroom Set w/2NS completes the bedroom with a relaxed, pulled-together look. As a bedroom bedroom set, it is designed to coordinate with matching pieces. The Mid-Century Modern character adds definition without feeling heavy. With Solid Wood, Wood Veneer, Engineered Wood construction and Oak tones, it blends durability with visual warmth.<br>Product Dimensions: 86 1 / 2"" L x 64 1 / 2"" W x 48"" H<br><strong>Size:</strong> Queen<br>Features<br>- Round Tapered Legs<br>- Recessed Drawer Handles<br>- Slat Kit Included</p>
<p><strong>Included items and dimensions:</strong></p><p>- <strong>Nightstand</strong>: color: Oak<br>- <strong>Dresser</strong>: color: Oak</p>
<p><strong>Materials:</strong> Solid Wood, Wood Veneer, Engineered Wood<br><strong>Color:</strong> Oak<br><strong>Weight:</strong> 459.4 lbs<br>
Volume : 48.4 CUFT</p><br>SKU : CM7386A-Q-5PC-2NS",Furniture of America,Furniture > Furniture Sets > Bedroom Furniture Sets,Bedroom Set,"2026, Bedroom, BEDROOM FURNITURE, Bedroom Set, Furniture of America, Indoor Furniture, LENNART, New Arrival, Quick Ship Furniture, LTL",TRUE,Color,Oak,,,,,,,,CM7386A-Q-5PC-2NS,208380.0173,shopify,deny,manual,2056,2217,TRUE,FALSE,,,,,,https://cdn.shopify.com/s/files/1/0268/6749/9079/files/CM7386A-M-Z_97e77cca-32fa-449e-8967-cbfee5fce8a7.jpg?v=1773558525,1,lennart-5-pc-queen-bedroom-set-with-2ns,FALSE,LENNART 5 Pc. Queen Bedroom Set w/ 2NS | GOODDEGG,The LENNART Bedroom w/ 2NS creates a restful centerpiece for the bedroom. Shop at GOODDEGG for a great selection and guaranteed lowest prices.,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0268/6749/9079/files/CM7386A-M-Z_97e77cca-32fa-449e-8967-cbfee5fce8a7.jpg?v=1773558525,lb,,919,Active,459.4,48.4,"86 1/2""L X 64 1/2""W X 48""H",Oak
lennart-5-pc-queen-bedroom-set-with-2ns,,,,,,,,,Gray,,,,,,,,CM7386GY-Q-5PC-2NS,183885.9839,shopify,deny,manual,2009,2217,TRUE,FALSE,,,,,,https://cdn.shopify.com/s/files/1/0268/6749/9079/files/CM7386GY-M-Z_8447194b-a99e-4aba-bc10-c1f6f6abc98c.jpg?v=1773558525,2,lennart-5-pc-queen-bedroom-set-with-2ns,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0268/6749/9079/files/CM7386GY-M-Z_8447194b-a99e-4aba-bc10-c1f6f6abc98c.jpg?v=1773558525,lb,,919,Active,405.4,48.1,"86 1/2""L X 64 1/2""W X 48""H",Gray
lennart-5-pc-queen-bedroom-set-with-2ns,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0268/6749/9079/files/CM7386GY-WB_00425275-0689-4ab6-9d55-8cd44c07ab3a.jpg?v=1773558525,3,lennart-5-pc-queen-bedroom-set-with-2ns,,,,,,,,,,,,,,,,,,,,,,Active,,,,
lennart-4-pc-queen-bedroom-set,Furniture of America - LENNART 4 Pc. Queen Bedroom Set (CM7386A-Q-4PC),"<p><span style=""color: Oak""><strong>FREE SHIPPING</strong></span><br>NB: Some items may go out of stock !! To avoid refund circumstances, we recommend emailing sales@gooddegg.com to confirm stock availability before placing order<br>LENNART 4 Pc. Bedroom Set completes the bedroom with a relaxed, pulled-together look. As a bedroom bedroom set, it is designed to coordinate with matching pieces. The Mid-Century Modern character adds definition without feeling heavy. Built from Solid Wood, Wood Veneer, Engineered Wood and finished in Oak tones for a clean, cohesive look.<br>Product Dimensions: 86 1 / 2"" L x 64 1 / 2"" W x 48"" H<br><strong>Size:</strong> Queen<br>Features<br>- Round Tapered Legs<br>- Recessed Drawer Handles<br>- Slat Kit Included</p>
<p><strong>Included items and dimensions:</strong></p><p>- <strong>Nightstand</strong>: color: Oak<br>- <strong>Dresser</strong>: color: Oak</p>
<p><strong>Materials:</strong> Solid Wood, Wood Veneer, Engineered Wood<br><strong>Color:</strong> Oak<br><strong>Weight:</strong> 406.5 lbs<br>
Volume : 42.4 CUFT</p><br>SKU : CM7386A-Q-4PC",Furniture of America,Furniture > Furniture Sets > Bedroom Furniture Sets,Bedroom Set,"2026, Bedroom, BEDROOM FURNITURE, Bedroom Set, Furniture of America, Indoor Furniture, LENNART, New Arrival, Quick Ship Furniture, LTL",TRUE,Color,Oak,,,,,,,,CM7386A-Q-4PC,184384.9809,shopify,deny,manual,1820,1947,TRUE,FALSE,,,,,,https://cdn.shopify.com/s/files/1/0268/6749/9079/files/CM7386A-M-Z_704222bd-58f9-439e-a705-bdb5a5b9f824.jpg?v=1773558528,1,lennart-4-pc-queen-bedroom-set,FALSE,LENNART 4 Pc. Queen Bedroom Set | GOODDEGG,The LENNART Bedroom creates a restful centerpiece for the bedroom. Shop at GOODDEGG for a great selection and guaranteed lowest prices.,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0268/6749/9079/files/CM7386A-M-Z_704222bd-58f9-439e-a705-bdb5a5b9f824.jpg?v=1773558528,lb,,799,Active,406.5,42.4,"86 1/2""L X 64 1/2""W X 48""H",Oak
lennart-4-pc-queen-bedroom-set,,,,,,,,,Gray,,,,,,,,CM7386GY-Q-4PC,159890.9929,shopify,deny,manual,1751,1947,TRUE,FALSE,,,,,,https://cdn.shopify.com/s/files/1/0268/6749/9079/files/CM7386GY-M-Z_2569c32b-f79e-423c-ba84-69aed43d35bd.jpg?v=1773558527,2,lennart-4-pc-queen-bedroom-set,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0268/6749/9079/files/CM7386GY-M-Z_2569c32b-f79e-423c-ba84-69aed43d35bd.jpg?v=1773558527,lb,,799,Active,352.5,42.1,"86 1/2""L X 64 1/2""W X 48""H",Gray
lennart-4-pc-queen-bedroom-set,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0268/6749/9079/files/CM7386GY-WB_df54be57-d76c-485e-bd3c-8aba82536dd6.jpg?v=1773558527,3,lennart-4-pc-queen-bedroom-set,,,,,,,,,,,,,,,,,,,,,,Active,,,,
lennart-4-pc-queen-bedroom-set,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0268/6749/9079/files/CM7386GY-MO-Z_61306c6e-29e1-4dd4-8855-7f3b77fecfcf.jpg?v=1773558528,4,lennart-4-pc-queen-bedroom-set,,,,,,,,,,,,,,,,,,,,,,Active,,,,
lennart-4-pc-queen-bedroom-set,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0268/6749/9079/files/CM7386GY-T-WB_f568b3b9-be6a-442c-a557-4e2ba2c7f658.jpg?v=1773558528,5,lennart-4-pc-queen-bedroom-set,,,,,,,,,,,,,,,,,,,,,,Active,,,,
lennart-4-pc-queen-bedroom-set,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0268/6749/9079/files/CM7386GY-MO-1_7a59f3c5-8c6f-422d-ad8b-afd37b57814c.jpg?v=1773558528,6,lennart-4-pc-queen-bedroom-set,,,,,,,,,,,,,,,,,,,,,,Active,,,,
latimer-5-pc-queen-bedroom-set-with-chest,Furniture of America - LATIMER 5 Pc. Queen Bedroom Set w/ Chest (FM7270BK-Q-5PC-CHEST),"<p><span style=""color: Black""><strong>FREE SHIPPING</strong></span><br>NB: Some items may go out of stock !! To avoid refund circumstances, we recommend emailing sales@gooddegg.com to confirm stock availability before placing order<br>LATIMER 5 Pc. Bedroom Set w/Chest brings a restful, finished feel to the bedroom. This bedroom bedroom set is made to fit naturally into the room. A Contemporary profile gives the space a refined, approachable look. Finished in Black tones, the Melamine Paper, Engineered Wood, Metal build keeps the look polished and practical.<br>Product Dimensions: 62.5"" W x 84""D x 54"" H<br><strong>Size:</strong> Queen<br>Features<br>- LED on Headboard<br>- Gold Trim &amp; Gold Metal Bracket Legs<br>- Square Pulls<br>- Center Glide Drawers<br>- English Dovetail Construction<br>- Foundation Required</p>
<p><strong>Included items and dimensions:</strong></p><p>- <strong>Nightstand</strong>: color: Black<br>- <strong>Dresser</strong>: color: Black<br>- <strong>Chest</strong>: color: Black</p>
<p><strong>Materials:</strong> Melamine Paper, Engineered Wood, Metal<br><strong>Color:</strong> Black<br><strong>Weight:</strong> 512.61 lbs<br>
Volume : 64.1 CUFT</p><br>SKU : FM7270BK-Q-5PC-CHEST",Furniture of America,Furniture > Furniture Sets > Bedroom Furniture Sets,Bedroom Set,"2026, Bedroom, BEDROOM FURNITURE, Bedroom Set, Furniture of America, Indoor Furniture, LATIMER, New Arrival, Quick Ship Furniture, LTL",TRUE,Title,Default Title,,,,,,,,FM7270BK-Q-5PC-CHEST,232515.9848,shopify,deny,manual,2115,2124,TRUE,FALSE,,,,,,https://cdn.shopify.com/s/files/1/0268/6749/9079/files/FM7270BK-1-Z_90506006-850d-44f0-a49c-a7af4231f2bd.jpg?v=1773558530,1,latimer-5-pc-queen-bedroom-set-with-chest,FALSE,LATIMER 5 Pc. Queen Bedroom Set w/ Chest | GOODDEGG,The LATIMER Bedroom w/ Chest creates a restful centerpiece for the bedroom. Shop at GOODDEGG for a great selection and guaranteed lowest prices.,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0268/6749/9079/files/FM7270BK-1-Z_90506006-850d-44f0-a49c-a7af4231f2bd.jpg?v=1773558530,lb,,948,Active,512.61,64.1,"62.5""W X 84""D X 54""H",Black
latimer-5-pc-queen-bedroom-set-with-chest,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0268/6749/9079/files/FM7270BK-2_66efdb5a-35f8-4c6e-a9e7-afa318932df2.jpg?v=1773558530,2,latimer-5-pc-queen-bedroom-set-with-chest,,,,,,,,,,,,,,,,,,,,,,Active,,,,
latimer-5-pc-queen-bedroom-set-with-chest,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0268/6749/9079/files/FM7270BK-3_632b3964-6a8e-4869-a605-e53d8cc45a8c.jpg?v=1773558530,3,latimer-5-pc-queen-bedroom-set-with-chest,,,,,,,,,,,,,,,,,,,,,,Active,,,,
latimer-5-pc-queen-bedroom-set-with-chest,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0268/6749/9079/files/FM7270BK-4_445c01d9-1d6f-4daf-a8ad-34d3091e1a70.jpg?v=1773558530,4,latimer-5-pc-queen-bedroom-set-with-chest,,,,,,,,,,,,,,,,,,,,,,Active,,,,
latimer-5-pc-queen-bedroom-set-with-chest,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0268/6749/9079/files/FM7270BK-D-2_a3a3b586-8b47-483d-87f8-402bb8be496d.jpg?v=1773558530,5,latimer-5-pc-queen-bedroom-set-with-chest,,,,,,,,,,,,,,,,,,,,,,Active,,,,
latimer-5-pc-queen-bedroom-set-with-chest,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0268/6749/9079/files/FM7270BK-D-3_9981f72d-519b-4ab3-86b5-d2846655ace6.jpg?v=1773558530,6,latimer-5-pc-queen-bedroom-set-with-chest,,,,,,,,,,,,,,,,,,,,,,Active,,,,
latimer-5-pc-queen-bedroom-set-with-2ns,Furniture of America - LATIMER 5 Pc. Queen Bedroom Set w/ 2NS (FM7270BK-Q-5PC-2NS),"<p><span style=""color: Black""><strong>FREE SHIPPING</strong></span><br>NB: Some items may go out of stock !! To avoid refund circumstances, we recommend emailing sales@gooddegg.com to confirm stock availability before placing order<br>LATIMER 5 Pc. Bedroom Set w/2NS completes the bedroom with a relaxed, pulled-together look. As a bedroom bedroom set, it is designed to coordinate with matching pieces. The Contemporary character adds definition without feeling heavy. With Melamine Paper, Engineered Wood, Metal construction and Black tones, it blends durability with visual warmth.<br>Product Dimensions: 62.5"" W x 84""D x 54"" H<br><strong>Size:</strong> Queen<br>Features<br>- LED on Headboard<br>- Gold Trim &amp; Gold Metal Bracket Legs<br>- Square Pulls<br>- Center Glide Drawers<br>- English Dovetail Construction<br>- Foundation Required</p>
<p><strong>Included items and dimensions:</strong></p><p>- <strong>Nightstand</strong>: color: Black<br>- <strong>Dresser</strong>: color: Black</p>
<p><strong>Materials:</strong> Melamine Paper, Engineered Wood, Metal<br><strong>Color:</strong> Black<br><strong>Weight:</strong> 394.14 lbs<br>
Volume : 51.4 CUFT</p><br>SKU : FM7270BK-Q-5PC-2NS",Furniture of America,Furniture > Furniture Sets > Bedroom Furniture Sets,Bedroom Set,"2026, Bedroom, BEDROOM FURNITURE, Bedroom Set, Furniture of America, Indoor Furniture, LATIMER, New Arrival, Quick Ship Furniture, LTL",TRUE,Title,Default Title,,,,,,,,FM7270BK-Q-5PC-2NS,178778.9874,shopify,deny,manual,1790,1797,TRUE,FALSE,,,,,,https://cdn.shopify.com/s/files/1/0268/6749/9079/files/FM7270BK-1-Z_2a4f9c30-41be-4e76-8f5d-0cce59c7c2b8.jpg?v=1773558532,1,latimer-5-pc-queen-bedroom-set-with-2ns,FALSE,LATIMER 5 Pc. Queen Bedroom Set w/ 2NS | GOODDEGG,The LATIMER Bedroom w/ 2NS creates a restful centerpiece for the bedroom. Shop at GOODDEGG for a great selection and guaranteed lowest prices.,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0268/6749/9079/files/FM7270BK-1-Z_2a4f9c30-41be-4e76-8f5d-0cce59c7c2b8.jpg?v=1773558532,lb,,779,Active,394.14,51.4,"62.5""W X 84""D X 54""H",Black
latimer-5-pc-queen-bedroom-set-with-2ns,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0268/6749/9079/files/FM7270BK-2_2793d1ee-da61-46dc-8100-684370087ccf.jpg?v=1773558532,2,latimer-5-pc-queen-bedroom-set-with-2ns,,,,,,,,,,,,,,,,,,,,,,Active,,,,
latimer-5-pc-queen-bedroom-set-with-2ns,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0268/6749/9079/files/FM7270BK-3_3209451f-b10d-4dad-a7f9-edf590ecaf13.jpg?v=1773558532,3,latimer-5-pc-queen-bedroom-set-with-2ns,,,,,,,,,,,,,,,,,,,,,,Active,,,,
