Handle,Title,Body (HTML),Vendor,Product Category,Type,Tags,Published,Option1 Name,Option1 Value,Option2 Name,Option2 Value,Option3 Name,Option3 Value,Variant SKU,Variant Grams,Variant Inventory Tracker,Variant Inventory Qty,Variant Inventory Policy,Variant Fulfillment Service,Variant Price,Variant Compare At Price,Variant Requires Shipping,Variant Taxable,Variant Barcode,Image Src,Image Position,Image Alt Text,Gift Card,SEO Title,SEO Description,Google Shopping / Google Product Category,Google Shopping / Gender,Google Shopping / Age Group,Google Shopping / MPN,Google Shopping / Condition,Google Shopping / Custom Product,Variant Image,Variant Weight Unit,Variant Tax Code,Cost per item,Included / United States,Price / United States,Compare At Price / United States,Included / International,Price / International,Compare At Price / International,Status
framos-39-pop-up-trundle-bed-frame-black,"FRAMOS 39"" Pop Up Trundle Bed Frame","FREE SHIPPING
FRAMOS 39"" Pop Up Trundle is built to support deeper, more restful sleep with a comfortable, balanced feel. Its Frame design keeps the look clean and inviting. Built from Steel, it brings a reliable, comfortable feel with Black tones.
Product Dimensions: 70""L X 38 1/2""W X 16""H
Materials: Steel.
Color: Black
Weight: 53 lbs",Furniture of America,,Bed Frame,"Furniture of America, Quick Ship Furniture, New Arrival, Indoor Furniture, Mattress, Bed Frame, FRAMOS",TRUE,Color,Black,,,,,MT-POPUP-39,24040,shopify,20,deny,manual,139,417,TRUE,FALSE,,,,"FRAMOS 39"" Pop Up Trundle Bed Frame",FALSE,"FRAMOS 39"" Pop Up Trundle in Black | GOODDEGG",The FRAMOS Pop Up Trundle creates a restful centerpiece for the bedroom. Shop at GOODDEGG for a great selection and guaranteed lowest prices.,,,,MT-POPUP-39,new,TRUE,,g,,139,,,,,,,active
framos-39-top-spring-bed-frame-black,"FRAMOS 39"" Top Spring Bed Frame","FREE SHIPPING
Sleep easy with FRAMOS 39"" Top Spring, designed to deliver comfort and steady support night after night. Its Frame design keeps the look clean and inviting. The Steel construction keeps you comfortable, finished in Black tones.
Product Dimensions: 77""L X 39""W X 5""H
Size: Twin
Materials: Steel.
Color: Black
Weight: 28 lbs",Furniture of America,,Bed Frame,"Furniture of America, Quick Ship Furniture, New Arrival, Indoor Furniture, Mattress, Bed Frame, FRAMOS",TRUE,Color,Black,Size,Twin,,,MT-LINK-SPRING-TWIN,12701,shopify,20,deny,manual,79,207,TRUE,FALSE,,,,"FRAMOS 39"" Top Spring Bed Frame",FALSE,"FRAMOS 39"" Top Spring Twin in Black | GOODDEGG",The FRAMOS Top Spring creates a restful centerpiece for the bedroom. Shop at GOODDEGG for a great selection and guaranteed lowest prices.,,,,MT-LINK-SPRING-TWIN,new,TRUE,,g,,79,,,,,,,active
framos-76-bolt-bed-frame-black,"FRAMOS 76"" Bolt Bed Frame","FREE SHIPPING
FRAMOS 76"" or Full Bolt offers a cozy, supportive sleep surface made for everyday comfort. Its Frame design keeps the look clean and inviting. Crafted with Steel, it is finished in Black tones and made for lasting comfort.
Product Dimensions: 75""L X 5""W X 2""H
Size: Twin
Materials: Steel.
Color: Black
Weight: 13 lbs",Furniture of America,,Bed Frame,"Furniture of America, Quick Ship Furniture, New Arrival, Indoor Furniture, Mattress, Bed Frame, FRAMOS",TRUE,Color,Black,Size,Twin/Full,,,MT-RAIL-TF-BOLT,5897,shopify,20,deny,manual,19,57,TRUE,FALSE,,,,"FRAMOS 76"" Bolt Bed Frame",FALSE,"FRAMOS 76"" Full Bolt Twin in Black | GOODDEGG",The FRAMOS or Bolt creates a restful centerpiece for the bedroom. Shop at GOODDEGG for a great selection and guaranteed lowest prices.,,,,MT-RAIL-TF-BOLT,new,TRUE,,g,,19,,,,,,,active
framos-76-bolt-bed-frame-black,"FRAMOS 76"" Bolt Bed Frame","FREE SHIPPING
FRAMOS 76"" or Full Hook is built to support deeper, more restful sleep with a comfortable, balanced feel. Its Frame design keeps the look clean and inviting. Built from Steel, it brings a reliable, comfortable feel with Black tones.
Product Dimensions: 75""L X 6""W X 3""H
Size: Twin
Materials: Steel.
Color: Black
Weight: 13 lbs",Furniture of America,,Bed Frame,"Furniture of America, Quick Ship Furniture, New Arrival, Indoor Furniture, Mattress, Bed Frame, FRAMOS",TRUE,Color,Black,Size,Twin/Full,,,MT-RAIL-TF-HOOK IN,5897,shopify,20,deny,manual,29,87,TRUE,FALSE,,,,"FRAMOS 76"" Bolt Bed Frame",FALSE,"FRAMOS 76"" Full Hook Twin in Black | GOODDEGG",The FRAMOS or Hook creates a restful centerpiece for the bedroom. Shop at GOODDEGG for a great selection and guaranteed lowest prices.,,,,MT-RAIL-TF-HOOK IN,new,TRUE,,g,,29,,,,,,,active
framos-82-bolt-bed-frame-black,"FRAMOS 82"" Bolt Bed Frame","FREE SHIPPING
Sleep easy with FRAMOS 82"" Bolt, designed to deliver comfort and steady support night after night. Its Frame design keeps the look clean and inviting. The Steel construction keeps you comfortable, finished in Black tones.
Product Dimensions: 81""L X 5""W X 2""H
Size: Queen
Materials: Steel.
Color: Black
Weight: 15 lbs",Furniture of America,,Bed Frame,"Furniture of America, Quick Ship Furniture, New Arrival, Indoor Furniture, Mattress, Bed Frame, FRAMOS",TRUE,Color,Black,Size,Queen,,,MT-RAIL-Q-BOLT,6804,shopify,20,deny,manual,29,87,TRUE,FALSE,,,,"FRAMOS 82"" Bolt Bed Frame",FALSE,"FRAMOS 82"" Bolt Queen in Black | GOODDEGG",The FRAMOS Bolt creates a restful centerpiece for the bedroom. Shop at GOODDEGG for a great selection and guaranteed lowest prices.,,,,MT-RAIL-Q-BOLT,new,TRUE,,g,,29,,,,,,,active
framos-82-hook-bed-frame-black,"FRAMOS 82"" Hook Bed Frame","FREE SHIPPING
FRAMOS 82"" Hook offers a cozy, supportive sleep surface made for everyday comfort. Its Frame design keeps the look clean and inviting. Crafted with Steel, it is finished in Black tones and made for lasting comfort.
Product Dimensions: 81""L X 6""W X 3""H
Size: Queen
Materials: Steel.
Color: Black
Weight: 14 lbs",Furniture of America,,Bed Frame,"Furniture of America, Quick Ship Furniture, New Arrival, Indoor Furniture, Mattress, Bed Frame, FRAMOS",TRUE,Color,Black,Size,Queen,,,MT-RAIL-Q-HOOK IN,6350,shopify,20,deny,manual,29,87,TRUE,FALSE,,,,"FRAMOS 82"" Hook Bed Frame",FALSE,"FRAMOS 82"" Hook Queen in Black | GOODDEGG",The FRAMOS Hook creates a restful centerpiece for the bedroom. Shop at GOODDEGG for a great selection and guaranteed lowest prices.,,,,MT-RAIL-Q-HOOK IN,new,TRUE,,g,,29,,,,,,,active
framos-adjustable-frame-4-legs-bed-frame-black,FRAMOS Adjustable Frame (4 Legs) Bed Frame,"FREE SHIPPING
FRAMOS or Queen Adjustable Frame (4 Legs) is built to support deeper, more restful sleep with a comfortable, balanced feel. Its Frame design keeps the look clean and inviting. Built from Steel, it brings a reliable, comfortable feel with Black tones.
Product Dimensions: 70 1/2""L X 54""W X 7""H
Size: Full
Materials: Steel.
Color: Black
Weight: 24 lbs",Furniture of America,,Bed Frame,"Furniture of America, Quick Ship Furniture, New Arrival, Indoor Furniture, Mattress, Bed Frame, FRAMOS",TRUE,Color,Black,Size,Full/Queen,,,MT-FRAM-FQ,10886,shopify,20,deny,manual,49,147,TRUE,FALSE,,,,FRAMOS Adjustable Frame (4 Legs) Bed Frame,FALSE,FRAMOS Queen Adjustable Frame (4 Legs) Full in Black | GOODDEGG,The FRAMOS or Adjustable Frame ( Legs) creates a restful centerpiece for the bedroom. Shop at GOODDEGG for a great selection and guaranteed lowest prices.,,,,MT-FRAM-FQ,new,TRUE,,g,,49,,,,,,,active
framos-adjustable-frame-4-legs-bed-frame-black,FRAMOS Adjustable Frame (4 Legs) Bed Frame,"FREE SHIPPING
FRAMOS or King Adjustable Frame (4 Legs) is built to support deeper, more restful sleep with a comfortable, balanced feel. Its Frame design keeps the look clean and inviting. Built from Steel, it brings a reliable, comfortable feel with Black tones.
Product Dimensions: 80""L X 70 1/2""W X 7""H
Size: Queen
Materials: Steel.
Color: Black
Weight: 26 lbs",Furniture of America,,Bed Frame,"Furniture of America, Quick Ship Furniture, New Arrival, Indoor Furniture, Mattress, Bed Frame, FRAMOS",TRUE,Color,Black,Size,Queen/King,,,MT-FRAM-QK,11793,shopify,20,deny,manual,59,177,TRUE,FALSE,,,,FRAMOS Adjustable Frame (4 Legs) Bed Frame,FALSE,FRAMOS King Adjustable Frame (4 Legs) Queen in Black | GOODDEGG,The FRAMOS or Adjustable Frame ( Legs) creates a restful centerpiece for the bedroom. Shop at GOODDEGG for a great selection and guaranteed lowest prices.,,,,MT-FRAM-QK,new,TRUE,,g,,59,,,,,,,active
framos-adjustable-frame-4-legs-bed-frame-black,FRAMOS Adjustable Frame (4 Legs) Bed Frame,"FREE SHIPPING
FRAMOS or Full Adjustable Frame (4 Legs) is built to support deeper, more restful sleep with a comfortable, balanced feel. Its Frame design keeps the look clean and inviting. Built from Steel, it brings a reliable, comfortable feel with Black tones.
Product Dimensions: 64""L X 54""W X 7""H
Size: Twin
Materials: Steel.
Color: Black
Weight: 18 lbs",Furniture of America,,Bed Frame,"Furniture of America, Quick Ship Furniture, New Arrival, Indoor Furniture, Mattress, Bed Frame, FRAMOS",TRUE,Color,Black,Size,Twin/Full,,,MT-FRAM-TF,8165,shopify,20,deny,manual,29,87,TRUE,FALSE,,,,FRAMOS Adjustable Frame (4 Legs) Bed Frame,FALSE,FRAMOS Full Adjustable Frame (4 Legs) Twin in Black | GOODDEGG,The FRAMOS or Adjustable Frame ( Legs) creates a restful centerpiece for the bedroom. Shop at GOODDEGG for a great selection and guaranteed lowest prices.,,,,MT-FRAM-TF,new,TRUE,,g,,29,,,,,,,active
framos-base-foundation-bed-frame-silver,FRAMOS Base Foundation Bed Frame,"FREE SHIPPING
FRAMOS Base Foundation is built to support deeper, more restful sleep with a comfortable, balanced feel. Its Frame design keeps the look clean and inviting. Built from Steel, it brings a reliable, comfortable feel with Silver tones.
Product Dimensions: 72""W X 84""L X 14""H
Size: California King
Materials: Steel.
Color: Silver
Weight: 53 lbs",Furniture of America,,Bed Frame,"Furniture of America, Quick Ship Furniture, New Arrival, Indoor Furniture, Mattress, Bed Frame, FRAMOS",TRUE,Color,Silver,Size,Cal.King,,,MT-FND-CK,24040,shopify,20,deny,manual,149,357,TRUE,FALSE,,,,FRAMOS Base Foundation Bed Frame,FALSE,FRAMOS Base Foundation California King in Silver | GOODDEGG,The FRAMOS Base Foundation creates a restful centerpiece for the bedroom. Shop at GOODDEGG for a great selection and guaranteed lowest prices.,,,,MT-FND-CK,new,TRUE,,g,,149,,,,,,,active
framos-base-foundation-bed-frame-silver,FRAMOS Base Foundation Bed Frame,"FREE SHIPPING
Sleep easy with FRAMOS Base Foundation, designed to deliver comfort and steady support night after night. Its Frame design keeps the look clean and inviting. The Steel construction keeps you comfortable, finished in Silver tones.
Product Dimensions: 76""W X 80""L X 14""H
Size: Eastern King
Materials: Steel.
Color: Silver
Weight: 54 lbs",Furniture of America,,Bed Frame,"Furniture of America, Quick Ship Furniture, New Arrival, Indoor Furniture, Mattress, Bed Frame, FRAMOS",TRUE,Color,Silver,Size,E.King,,,MT-FND-EK,24494,shopify,20,deny,manual,149,357,TRUE,FALSE,,,,FRAMOS Base Foundation Bed Frame,FALSE,FRAMOS Base Foundation Eastern King in Silver | GOODDEGG,The FRAMOS Base Foundation creates a restful centerpiece for the bedroom. Shop at GOODDEGG for a great selection and guaranteed lowest prices.,,,,MT-FND-EK,new,TRUE,,g,,149,,,,,,,active
framos-base-foundation-bed-frame-silver,FRAMOS Base Foundation Bed Frame,"FREE SHIPPING
FRAMOS Base Foundation offers a cozy, supportive sleep surface made for everyday comfort. Its Frame design keeps the look clean and inviting. Crafted with Steel, it is finished in Silver tones and made for lasting comfort.
Product Dimensions: 54""W X 75""L X 14""H
Size: Twin XL
Materials: Steel.
Color: Silver
Weight: 38 lbs",Furniture of America,,Bed Frame,"Furniture of America, Quick Ship Furniture, New Arrival, Indoor Furniture, Mattress, Bed Frame, FRAMOS",TRUE,Color,Silver,Size,Twin XL,,,MT-FND-F,17237,shopify,20,deny,manual,119,297,TRUE,FALSE,,,,FRAMOS Base Foundation Bed Frame,FALSE,FRAMOS Base Foundation Twin XL in Silver | GOODDEGG,The FRAMOS Base Foundation creates a restful centerpiece for the bedroom. Shop at GOODDEGG for a great selection and guaranteed lowest prices.,,,,MT-FND-F,new,TRUE,,g,,119,,,,,,,active
framos-base-foundation-bed-frame-silver,FRAMOS Base Foundation Bed Frame,"FREE SHIPPING
FRAMOS Base Foundation is built to support deeper, more restful sleep with a comfortable, balanced feel. Its Frame design keeps the look clean and inviting. Built from Steel, it brings a reliable, comfortable feel with Silver tones.
Product Dimensions: 60""W X 80""L X 14""H
Size: Queen
Materials: Steel.
Color: Silver
Weight: 44 lbs",Furniture of America,,Bed Frame,"Furniture of America, Quick Ship Furniture, New Arrival, Indoor Furniture, Mattress, Bed Frame, FRAMOS",TRUE,Color,Silver,Size,Queen,,,MT-FND-Q,19958,shopify,20,deny,manual,129,327,TRUE,FALSE,,,,FRAMOS Base Foundation Bed Frame,FALSE,FRAMOS Base Foundation Queen in Silver | GOODDEGG,The FRAMOS Base Foundation creates a restful centerpiece for the bedroom. Shop at GOODDEGG for a great selection and guaranteed lowest prices.,,,,MT-FND-Q,new,TRUE,,g,,129,,,,,,,active
framos-base-foundation-bed-frame-silver,FRAMOS Base Foundation Bed Frame,"FREE SHIPPING
Sleep easy with FRAMOS Base Foundation, designed to deliver comfort and steady support night after night. Its Frame design keeps the look clean and inviting. The Steel construction keeps you comfortable, finished in Silver tones.
Product Dimensions: 38""W X 75""L X 14""H
Size: Twin
Materials: Steel.
Color: Silver
Weight: 24 lbs",Furniture of America,,Bed Frame,"Furniture of America, Quick Ship Furniture, New Arrival, Indoor Furniture, Mattress, Bed Frame, FRAMOS",TRUE,Color,Silver,Size,Twin,,,MT-FND-T,10886,shopify,20,deny,manual,79,207,TRUE,FALSE,,,,FRAMOS Base Foundation Bed Frame,FALSE,FRAMOS Base Foundation Twin in Silver | GOODDEGG,The FRAMOS Base Foundation creates a restful centerpiece for the bedroom. Shop at GOODDEGG for a great selection and guaranteed lowest prices.,,,,MT-FND-T,new,TRUE,,g,,79,,,,,,,active
framos-metal-frame-bed-frame-black,FRAMOS Metal Frame Bed Frame,"FREE SHIPPING
FRAMOS Metal Frame offers a cozy, supportive sleep surface made for everyday comfort. Its Frame design keeps the look clean and inviting. Crafted with Metal, it is finished in Black tones and made for lasting comfort.
Product Dimensions: 76""L X 54""W X 13""H
Size: Full
Materials: Metal.
Color: Black
Weight: 52.8 lbs",Furniture of America,,Bed Frame,"Furniture of America, Quick Ship Furniture, New Arrival, Indoor Furniture, Mattress, Bed Frame, FRAMOS",TRUE,Color,Black,Size,Full,,,MT-FRM40F,23950,shopify,20,deny,manual,139,357,TRUE,FALSE,,,,FRAMOS Metal Frame Bed Frame,FALSE,FRAMOS Metal Frame Full in Black | GOODDEGG,The FRAMOS Metal Frame creates a restful centerpiece for the bedroom. Shop at GOODDEGG for a great selection and guaranteed lowest prices.,,,,MT-FRM40F,new,TRUE,,g,,139,,,,,,,active
framos-metal-frame-bed-frame-black,FRAMOS Metal Frame Bed Frame,"FREE SHIPPING
FRAMOS Metal Frame offers a cozy, supportive sleep surface made for everyday comfort. Its Frame design keeps the look clean and inviting. Crafted with Metal, it is finished in Black tones and made for lasting comfort.
Product Dimensions: 80""L X 60""W X 13""H
Size: Queen
Materials: Metal.
Color: Black
Weight: 61.5 lbs",Furniture of America,,Bed Frame,"Furniture of America, Quick Ship Furniture, New Arrival, Indoor Furniture, Mattress, Bed Frame, FRAMOS",TRUE,Color,Black,Size,Queen,,,MT-FRM40Q,27896,shopify,20,deny,manual,159,387,TRUE,FALSE,,,,FRAMOS Metal Frame Bed Frame,FALSE,FRAMOS Metal Frame Queen in Black | GOODDEGG,The FRAMOS Metal Frame creates a restful centerpiece for the bedroom. Shop at GOODDEGG for a great selection and guaranteed lowest prices.,,,,MT-FRM40Q,new,TRUE,,g,,159,,,,,,,active
framos-metal-frame-bed-frame-black,FRAMOS Metal Frame Bed Frame,"FREE SHIPPING
Sleep easy with FRAMOS Metal Frame, designed to deliver comfort and steady support night after night. Its Frame design keeps the look clean and inviting. The Metal construction keeps you comfortable, finished in Black tones.
Product Dimensions: 76""L X 38""W X 13""H
Size: Twin
Materials: Metal.
Color: Black
Weight: 45 lbs",Furniture of America,,Bed Frame,"Furniture of America, Quick Ship Furniture, New Arrival, Indoor Furniture, Mattress, Bed Frame, FRAMOS",TRUE,Color,Black,Size,Twin,,,MT-FRM40T,20412,shopify,20,deny,manual,119,297,TRUE,FALSE,,,,FRAMOS Metal Frame Bed Frame,FALSE,FRAMOS Metal Frame Twin in Black | GOODDEGG,The FRAMOS Metal Frame creates a restful centerpiece for the bedroom. Shop at GOODDEGG for a great selection and guaranteed lowest prices.,,,,MT-FRM40T,new,TRUE,,g,,119,,,,,,,active
framos-metal-frame-bed-frame-black,FRAMOS Metal Frame Bed Frame,"FREE SHIPPING
FRAMOS Metal Frame offers a cozy, supportive sleep surface made for everyday comfort. Its Frame design keeps the look clean and inviting. Crafted with Metal, it is finished in Black tones and made for lasting comfort.
Product Dimensions: 80""L X 38""W X 13""H
Size: Twin XL
Materials: Metal.
Color: Black
Weight: 46.2 lbs",Furniture of America,,Bed Frame,"Furniture of America, Quick Ship Furniture, New Arrival, Indoor Furniture, Mattress, Bed Frame, FRAMOS",TRUE,Color,Black,Size,Twin XL,,,MT-FRM40T-XL,20956,shopify,20,deny,manual,119,297,TRUE,FALSE,,,,FRAMOS Metal Frame Bed Frame,FALSE,FRAMOS Metal Frame Twin XL in Black | GOODDEGG,The FRAMOS Metal Frame creates a restful centerpiece for the bedroom. Shop at GOODDEGG for a great selection and guaranteed lowest prices.,,,,MT-FRM40T-XL,new,TRUE,,g,,119,,,,,,,active
framos-pull-out-trundle-bed-frame-black,FRAMOS Pull-Out Trundle Bed Frame,"FREE SHIPPING
Sleep easy with FRAMOS Pull-Out Trundle, designed to deliver comfort and steady support night after night. Its Frame design keeps the look clean and inviting. The Steel construction keeps you comfortable, finished in Black tones.
Product Dimensions: 70""L X 38 1/2""W X 2 1/2""H
Materials: Steel.
Color: Black
Weight: 25 lbs",Furniture of America,,Bed Frame,"Furniture of America, Quick Ship Furniture, New Arrival, Indoor Furniture, Mattress, Bed Frame, FRAMOS",TRUE,Color,Black,,,,,MT-PULOT-TR,11340,shopify,20,deny,manual,89,207,TRUE,FALSE,,,,FRAMOS Pull-Out Trundle Bed Frame,FALSE,FRAMOS Pull-Out Trundle in Black | GOODDEGG,The FRAMOS Pull-Out Trundle creates a restful centerpiece for the bedroom. Shop at GOODDEGG for a great selection and guaranteed lowest prices.,,,,MT-PULOT-TR,new,TRUE,,g,,89,,,,,,,active
framos-rollaway-bed-w-30-mattress-bed-frame-black-white,"FRAMOS Rollaway Bed w/ 30"" Mattress Bed Frame","FREE SHIPPING
Sleep easy with FRAMOS Rollaway Bed w/ 30"" Mattress, designed to deliver comfort and steady support night after night. Its Frame design keeps the look clean and inviting. The Steel construction keeps you comfortable, finished in Black or White tones.
Product Dimensions: FRAME: 73 1/2""L X 30""W X 14""H, MATTRESS: 72""L X 37 1/2""W X 5""H""
Materials: Steel.
Color: Black or White
Weight: 50 lbs",Furniture of America,,Bed Frame,"Furniture of America, Quick Ship Furniture, New Arrival, Indoor Furniture, Mattress, Bed Frame, FRAMOS",TRUE,Color,Black/White,,,,,MT-ROLL-30,22680,shopify,20,deny,manual,179,417,TRUE,FALSE,,,,"FRAMOS Rollaway Bed w/ 30"" Mattress Bed Frame",FALSE,"FRAMOS Rollaway Bed w/ 30"" Mattress in Black White | GOODDEGG",The FRAMOS Rollaway Bed w/ Mattress creates a restful centerpiece for the bedroom. Shop at GOODDEGG for a great selection and guaranteed lowest prices.,,,,MT-ROLL-30,new,TRUE,,g,,179,,,,,,,active
framos-rollaway-bed-w-39-mattress-bed-frame-black-white,"FRAMOS Rollaway Bed w/ 39"" Mattress Bed Frame","FREE SHIPPING
FRAMOS Rollaway Bed w/ 39"" Mattress offers a cozy, supportive sleep surface made for everyday comfort. Its Frame design keeps the look clean and inviting. Crafted with Steel, it is finished in Black or White tones and made for lasting comfort.
Product Dimensions: 73 1/2""L X 39""W X 14""H
Materials: Steel.
Color: Black or White
Weight: 47 lbs",Furniture of America,,Bed Frame,"Furniture of America, Quick Ship Furniture, New Arrival, Indoor Furniture, Mattress, Bed Frame, FRAMOS",TRUE,Color,Black/White,,,,,MT-ROLL-39,21319,shopify,20,deny,manual,199,477,TRUE,FALSE,,,,"FRAMOS Rollaway Bed w/ 39"" Mattress Bed Frame",FALSE,"FRAMOS Rollaway Bed w/ 39"" Mattress in Black White | GOODDEGG",The FRAMOS Rollaway Bed w/ Mattress creates a restful centerpiece for the bedroom. Shop at GOODDEGG for a great selection and guaranteed lowest prices.,,,,MT-ROLL-39,new,TRUE,,g,,199,,,,,,,active
framos-rollaway-bed-w-48-mattress-bed-frame-black-white,"FRAMOS Rollaway Bed w/ 48"" Mattress Bed Frame","FREE SHIPPING
FRAMOS Rollaway Bed w/ 48"" Mattress is built to support deeper, more restful sleep with a comfortable, balanced feel. Its Frame design keeps the look clean and inviting. Built from Steel, it brings a reliable, comfortable feel with Black or White tones.
Product Dimensions: FRAME: 73 1/2""L X 48""W X 14""H, MATTRESS: 72""L X 37 1/2""W X 5""H""
Materials: Steel.
Color: Black or White
Weight: 50 lbs",Furniture of America,,Bed Frame,"Furniture of America, Quick Ship Furniture, New Arrival, Indoor Furniture, Mattress, Bed Frame, FRAMOS",TRUE,Color,Black/White,,,,,MT-ROLL-48,22680,shopify,20,deny,manual,219,507,TRUE,FALSE,,,,"FRAMOS Rollaway Bed w/ 48"" Mattress Bed Frame",FALSE,"FRAMOS Rollaway Bed w/ 48"" Mattress in Black White | GOODDEGG",The FRAMOS Rollaway Bed w/ Mattress creates a restful centerpiece for the bedroom. Shop at GOODDEGG for a great selection and guaranteed lowest prices.,,,,MT-ROLL-48,new,TRUE,,g,,219,,,,,,,active
hollyhock-3-tri-fold-memory-foam-topper-mattress-white-gray,"HOLLYHOCK 3"" Tri-Fold Memory Foam Topper Mattress","FREE SHIPPING
HOLLYHOCK 3"" Tri-Fold Memory Foam Topper is built to support deeper, more restful sleep with a comfortable, balanced feel. Its Contemporary design keeps the look clean and inviting. Built from Inner Cover: Cotton Scrim Fabric, it brings a reliable, comfortable feel with White or Gray tones.
Product Dimensions: 52""W X 73""D X 3""H
Size: Full
Features
- Memory foam comfort layer
Materials: Inner Cover: Cotton Scrim Fabric.
Color: White or Gray
Weight: 20.55 lbs",Furniture of America,,Mattress,"Furniture of America, Quick Ship Furniture, New Arrival, Indoor Furniture, Mattress, HOLLYHOCK",TRUE,Color,White/Gray,Size,Full,,,DM1003-F,9321,shopify,20,deny,manual,99,237,TRUE,FALSE,,,,"HOLLYHOCK 3"" Tri-Fold Memory Foam Topper Mattress",FALSE,"HOLLYHOCK 3"" Tri-Fold Memory Foam Topper Full | GOODDEGG","HOLLYHOCK Tri-Fold Memory Foam Topper supports deeper, more comfortable sleep night. Shop at GOODDEGG for a great selection and guaranteed lowest prices.",,,,DM1003-F,new,TRUE,,g,,99,,,,,,,active
hollyhock-3-tri-fold-memory-foam-topper-mattress-white-gray,"HOLLYHOCK 3"" Tri-Fold Memory Foam Topper Mattress","FREE SHIPPING
Sleep easy with HOLLYHOCK 3"" Tri-Fold Memory Foam Topper, designed to deliver comfort and steady support night after night. Its Contemporary design keeps the look clean and inviting. The Inner Cover: Cotton Scrim Fabric construction keeps you comfortable, finished in White or Gray tones.
Product Dimensions: 60""W X 80""D X 3""H
Size: Queen
Features
- Memory foam comfort layer
Materials: Inner Cover: Cotton Scrim Fabric.
Color: White or Gray
Weight: 23.32 lbs",Furniture of America,,Mattress,"Furniture of America, Quick Ship Furniture, New Arrival, Indoor Furniture, Mattress, HOLLYHOCK",TRUE,Color,White/Gray,Size,Queen,,,DM1003-Q,10578,shopify,20,deny,manual,119,267,TRUE,FALSE,,,,"HOLLYHOCK 3"" Tri-Fold Memory Foam Topper Mattress",FALSE,"HOLLYHOCK 3"" Tri-Fold Memory Foam Topper Queen | GOODDEGG","HOLLYHOCK Tri-Fold Memory Foam Topper supports deeper, more comfortable sleep night. Shop at GOODDEGG for a great selection and guaranteed lowest prices.",,,,DM1003-Q,new,TRUE,,g,,119,,,,,,,active
hollyhock-3-tri-fold-memory-foam-topper-mattress-white-gray,"HOLLYHOCK 3"" Tri-Fold Memory Foam Topper Mattress","FREE SHIPPING
HOLLYHOCK 3"" Tri-Fold Memory Foam Topper offers a cozy, supportive sleep surface made for everyday comfort. Its Contemporary design keeps the look clean and inviting. Crafted with Inner Cover: Cotton Scrim Fabric, it is finished in White or Gray tones and made for lasting comfort.
Product Dimensions: 38""W X 75""D X 3""H
Size: Twin
Features
- Memory foam comfort layer
Materials: Inner Cover: Cotton Scrim Fabric.
Color: White or Gray
Weight: 15.64 lbs",Furniture of America,,Mattress,"Furniture of America, Quick Ship Furniture, New Arrival, Indoor Furniture, Mattress, HOLLYHOCK",TRUE,Color,White/Gray,Size,Twin,,,DM1003-T,7094,shopify,20,deny,manual,69,147,TRUE,FALSE,,,,"HOLLYHOCK 3"" Tri-Fold Memory Foam Topper Mattress",FALSE,"HOLLYHOCK 3"" Tri-Fold Memory Foam Topper Twin | GOODDEGG","HOLLYHOCK Tri-Fold Memory Foam Topper supports deeper, more comfortable sleep night. Shop at GOODDEGG for a great selection and guaranteed lowest prices.",,,,DM1003-T,new,TRUE,,g,,69,,,,,,,active
hollyhock-3-tri-fold-memory-foam-topper-mattress-white-gray,"HOLLYHOCK 3"" Tri-Fold Memory Foam Topper Mattress","FREE SHIPPING
HOLLYHOCK 3"" Tri-Fold Memory Foam Topper is built to support deeper, more restful sleep with a comfortable, balanced feel. Its Contemporary design keeps the look clean and inviting. Built from Inner Cover: Cotton Scrim Fabric, it brings a reliable, comfortable feel with White or Gray tones.
Product Dimensions: 38""W X 78""D X 3""H
Size: TXL
Features
- Memory foam comfort layer
Materials: Inner Cover: Cotton Scrim Fabric.
Color: White or Gray
Weight: 15.97 lbs",Furniture of America,,Mattress,"Furniture of America, Quick Ship Furniture, New Arrival, Indoor Furniture, Mattress, HOLLYHOCK",TRUE,Color,White/Gray,Size,TXL,,,DM1003-TXL,7244,shopify,20,deny,manual,79,177,TRUE,FALSE,,,,"HOLLYHOCK 3"" Tri-Fold Memory Foam Topper Mattress",FALSE,"HOLLYHOCK 3"" Tri-Fold Memory Foam Topper TXL | GOODDEGG","HOLLYHOCK Tri-Fold Memory Foam Topper supports deeper, more comfortable sleep night. Shop at GOODDEGG for a great selection and guaranteed lowest prices.",,,,DM1003-TXL,new,TRUE,,g,,79,,,,,,,active
