Handle,Title,Body (HTML),Vendor,Product Category,Type,Tags,Published,Option1 Name,Option1 Value,Option2 Name,Option2 Value,Option3 Name,Option3 Value,Variant SKU,Variant Grams,Variant Inventory Tracker,Variant Inventory Qty,Variant Inventory Policy,Variant Fulfillment Service,Variant Price,Variant Compare At Price,Variant Requires Shipping,Variant Taxable,Variant Barcode,Image Src,Image Position,Image Alt Text,Gift Card,SEO Title,SEO Description,Google Shopping / Google Product Category,Google Shopping / Gender,Google Shopping / Age Group,Google Shopping / MPN,Google Shopping / Condition,Google Shopping / Custom Product,Variant Image,Variant Weight Unit,Variant Tax Code,Cost per item,Included / United States,Price / United States,Compare At Price / United States,Included / International,Price / International,Compare At Price / International,Status
aileen-storage-stool,AILEEN Storage Stool,"FREE SHIPPING
Elevate your space with AILEEN Storage Stool, styled in Contemporary and designed for everyday comfort. This accent stool is made to fit naturally into the room. With Fabric, Stainless Steel, Engineered Wood and Beige tones, it blends structure and softness in one clean profile.
Product Dimensions: 18"" W x 18""D x 18.5"" H

Materials: Fabric, Stainless Steel, Engineered Wood
Color: Beige
Weight: 19.51 lbs",Furniture of America,,Accent,"Furniture of America, Quick Ship Furniture, New Arrival, Indoor Furniture, Accent, Stool, AILEEN",TRUE,Color,Beige,,,,,FM-AC8006WH,8850,shopify,20,deny,manual,69,177,TRUE,FALSE,,,,,FALSE,AILEEN Storage Stool in Beige | GOODDEGG,The AILEEN Storage Stool brings everyday comfort and function to your space. Shop at GOODDEGG for a great selection and guaranteed lowest prices.,,,,FM-AC8006WH,new,FALSE,,g,,69,,,,,,,active
aksel-futon-mattress,AKSEL Futon Mattress,"FREE SHIPPING
AKSEL Futon Mattress is built to support deeper, more restful sleep with a comfortable, balanced feel. Its Contemporary design keeps the look clean and inviting. Built from Cotton, Polyester, it brings a reliable, comfortable feel with Khaki  or  Brown tones.
Product Dimensions: 71"" L x 51"" W x 6"" H

Materials: Cotton, Polyester
Color: Khaki  or  Brown
Weight: 26 lbs",Furniture of America,,Mattress,"Furniture of America, Quick Ship Furniture, New Arrival, Indoor Furniture, Mattress, Futon Mattress, AKSEL",TRUE,Color,Khaki/Brown,,,,,FP-2417BB,11793,shopify,20,deny,manual,99,237,TRUE,FALSE,,,,,FALSE,AKSEL Futon Mattress in Khaki  or  Brown | GOODDEGG,"The AKSEL Futon Mattress supports deeper, more comfortable sleep night after night. Shop at GOODDEGG for a great selection and guaranteed lowest prices.",,,,FP-2417BB,new,FALSE,,g,,99,,,,,,,active
aksel-futon-mattress,AKSEL Futon Mattress,"FREE SHIPPING
Sleep easy with AKSEL Futon Mattress, designed to deliver comfort and steady support night after night. Its Contemporary design keeps the look clean and inviting. The Cotton, Polyester construction keeps you comfortable, finished in Black  or  Red tones.
Product Dimensions: 71"" L x 51"" W x 6"" H

Materials: Cotton, Polyester
Color: Black  or  Red
Weight: 26 lbs",Furniture of America,,Mattress,"Furniture of America, Quick Ship Furniture, New Arrival, Indoor Furniture, Mattress, Futon Mattress, AKSEL",TRUE,Color,Black/Red,,,,,FP-2417BR,11793,shopify,20,deny,manual,99,237,TRUE,FALSE,,,,,FALSE,AKSEL Futon Mattress in Black  or  Red | GOODDEGG,"The AKSEL Futon Mattress supports deeper, more comfortable sleep night after night. Shop at GOODDEGG for a great selection and guaranteed lowest prices.",,,,FP-2417BR,new,FALSE,,g,,99,,,,,,,active
aksel-futon-mattress,AKSEL Futon Mattress,"FREE SHIPPING
AKSEL Futon Mattress offers a cozy, supportive sleep surface made for everyday comfort. Its Contemporary design keeps the look clean and inviting. Crafted with Cotton, Polyester, it is finished in Gray  or  Navy tones and made for lasting comfort.
Product Dimensions: 71"" L x 51"" W x 6"" H

Materials: Cotton, Polyester
Color: Gray  or  Navy
Weight: 26 lbs",Furniture of America,,Mattress,"Furniture of America, Quick Ship Furniture, New Arrival, Indoor Furniture, Mattress, Futon Mattress, AKSEL",TRUE,Color,Gray/Navy,,,,,FP-2417NG,11793,shopify,20,deny,manual,99,237,TRUE,FALSE,,,,,FALSE,AKSEL Futon Mattress in Gray  or  Navy | GOODDEGG,"The AKSEL Futon Mattress supports deeper, more comfortable sleep night after night. Shop at GOODDEGG for a great selection and guaranteed lowest prices.",,,,FP-2417NG,new,FALSE,,g,,99,,,,,,,active
alaina-bed,ALAINA Bed,"FREE SHIPPING
Elevate your space with ALAINA Bed, styled in Transitional and designed for everyday comfort. Built as a bedroom bed, it pairs well with a wide range of interiors. With Solid Wood, Wood Veneer, Engineered Wood and Walnut tones, it blends structure and softness in one clean profile.
Product Dimensions: 89 1 or 4"" L x 80"" W x 52"" H
Size: California King
Features
- Made with solid wood & wood veneer
- Foundation required

Bonus storage & convenience features (from matching set pieces):

USB Charger in Night Stand
Nickel Drawer Pulls
Felt-lined Top Drawers

Materials: Solid Wood, Wood Veneer, Engineered Wood
Color: Walnut
Weight: 124.3 lbs",Furniture of America,,Bedroom,"Furniture of America, Quick Ship Furniture, New Arrival, Indoor Furniture, Bedroom, Bed, ALAINA",TRUE,Color,Walnut,Size,Cal.King,,,FOA7916CK-BED,56381,shopify,20,deny,manual,289,717,TRUE,FALSE,,,,,FALSE,Alaina Bed California King in Walnut | GOODDEGG,The ALAINA Bed creates a restful centerpiece for the bedroom. Shop at GOODDEGG for a great selection and guaranteed lowest prices.,,,,FOA7916CK-BED,new,FALSE,,g,,289,,,,,,,active
alaina-chest,ALAINA Chest,"FREE SHIPPING
ALAINA Chest adds a Transitional touch while keeping the room feeling warm and welcoming. As a bedroom chest, it is designed to complement your space. Crafted from Solid Wood, Wood Veneer, Engineered Wood, it is finished in Walnut tones that pair easily with surrounding decor.
Product Dimensions: 34"" W x 18""D x 48"" H
Features
- Made with solid wood & wood veneer

Bonus storage & convenience features (from matching set pieces):

Nickel Drawer Pulls
Felt-lined Top Drawers

Materials: Solid Wood, Wood Veneer, Engineered Wood
Color: Walnut
Weight: 122.1 lbs",Furniture of America,,Bedroom,"Furniture of America, Quick Ship Furniture, New Arrival, Indoor Furniture, Bedroom, Chest, ALAINA",TRUE,Color,Walnut,,,,,FOA7916C,55384,shopify,20,deny,manual,249,597,TRUE,FALSE,,,,,FALSE,ALAINA Chest in Walnut | GOODDEGG,The ALAINA Chest adds storage to keep clothing and essentials organized. Shop at GOODDEGG for a great selection and guaranteed lowest prices.,,,,FOA7916C,new,FALSE,,g,,249,,,,,,,active
alaina-dresser,ALAINA Dresser,"FREE SHIPPING
Make the room feel complete with ALAINA Dresser and its Transitional character. This bedroom dresser is made to fit naturally into the room. Finished in Walnut tones, the Solid Wood, Wood Veneer, Engineered Wood build balances durability with visual appeal.
Product Dimensions: 58"" W x 18""D x 35"" H
Features
- Made with solid wood & wood veneer

Bonus storage & convenience features (from matching set pieces):

Nickel Drawer Pulls
Felt-lined Top Drawers

Materials: Solid Wood, Wood Veneer, Engineered Wood
Color: Walnut
Weight: 147.4 lbs",Furniture of America,,Bedroom,"Furniture of America, Quick Ship Furniture, New Arrival, Indoor Furniture, Bedroom, Dresser, ALAINA",TRUE,Color,Walnut,,,,,FOA7916D,66859,shopify,20,deny,manual,290,720,TRUE,FALSE,,,,,FALSE,ALAINA Dresser in Walnut | GOODDEGG,The ALAINA Dresser adds storage to keep clothing and essentials organized. Shop at GOODDEGG for a great selection and guaranteed lowest prices.,,,,FOA7916D,new,FALSE,,g,,290,,,,,,,active
alaina-bed,ALAINA Bed,"FREE SHIPPING
ALAINA Bed brings a Transitional look to your home with a refined, comfortable feel. Built as a bedroom bed, it pairs well with a wide range of interiors. The Solid Wood, Wood Veneer, Engineered Wood construction is complemented by Walnut tones for a polished look.
Product Dimensions: 85 1 or 4"" L x 80"" W x 52"" H
Size: Eastern King
Features
- Made with solid wood & wood veneer
- Foundation required

Bonus storage & convenience features (from matching set pieces):

USB Charger in Night Stand
Nickel Drawer Pulls
Felt-lined Top Drawers

Materials: Solid Wood, Wood Veneer, Engineered Wood
Color: Walnut
Weight: 110 lbs",Furniture of America,,Bedroom,"Furniture of America, Quick Ship Furniture, New Arrival, Indoor Furniture, Bedroom, Bed, ALAINA",TRUE,Color,Walnut,Size,E.King,,,FOA7916EK-BED,49895,shopify,20,deny,manual,289,717,TRUE,FALSE,,,,,FALSE,Alaina Bed Eastern King in Walnut | GOODDEGG,The ALAINA Bed creates a restful centerpiece for the bedroom. Shop at GOODDEGG for a great selection and guaranteed lowest prices.,,,,FOA7916EK-BED,new,FALSE,,g,,289,,,,,,,active
alaina-mirror,ALAINA Mirror,"FREE SHIPPING
Elevate your space with ALAINA Mirror, styled in Transitional and designed for everyday comfort. As a bedroom mirror, it is designed to complement your space. With Solid Wood, Wood Veneer, Engineered Wood and Walnut tones, it blends structure and softness in one clean profile.
Product Dimensions: 40"" L x 40"" H x 1 3 or 4""D
Features
- Made with solid wood & wood veneer

Materials: Solid Wood, Wood Veneer, Engineered Wood
Color: Walnut
Weight: 40.7 lbs",Furniture of America,,Bedroom,"Furniture of America, Quick Ship Furniture, New Arrival, Indoor Furniture, Bedroom, Mirror, ALAINA",TRUE,Color,Walnut,,,,,FOA7916M,18461,shopify,20,deny,manual,90,240,TRUE,FALSE,,,,,FALSE,ALAINA Mirror in Walnut | GOODDEGG,The ALAINA Mirror adds light and depth to the room. Shop at GOODDEGG for a great selection and guaranteed lowest prices.,,,,FOA7916M,new,FALSE,,g,,90,,,,,,,active
alaina-nightstand-w-usb,ALAINA Nightstand w/ USB,"FREE SHIPPING
ALAINA Nightstand w/ USB adds a Transitional touch while keeping the room feeling warm and welcoming. This bedroom night stand is made to fit naturally into the room. Crafted from Solid Wood, Wood Veneer, Engineered Wood, it is finished in Walnut tones that pair easily with surrounding decor.
Product Dimensions: 22"" W x 15 3 or 4""D x 24"" H
Features
- Made with solid wood & wood veneer

Bonus storage & convenience features (from matching set pieces):

Nickel Drawer Pulls
USB Charger in Night Stand
Felt-lined Top Drawers

Materials: Solid Wood, Wood Veneer, Engineered Wood
Color: Walnut
Weight: 46.2 lbs",Furniture of America,,Bedroom,"Furniture of America, Quick Ship Furniture, New Arrival, Indoor Furniture, Bedroom, Night Stand, ALAINA",TRUE,Color,Walnut,,,,,FOA7916N,20956,shopify,20,deny,manual,110,270,TRUE,FALSE,,,,,FALSE,ALAINA Nightstand w/ USB in Walnut | GOODDEGG,The ALAINA Nightstand w/ USB brings everyday comfort and function to your space. Shop at GOODDEGG for a great selection and guaranteed lowest prices.,,,,FOA7916N,new,FALSE,,g,,110,,,,,,,active
alaina-bed,ALAINA Bed,"FREE SHIPPING
Make the room feel complete with ALAINA Bed and its Transitional character. Built as a bedroom bed, it pairs well with a wide range of interiors. Finished in Walnut tones, the Solid Wood, Wood Veneer, Engineered Wood build balances durability with visual appeal.
Product Dimensions: 85 1 or 4"" L x 64"" W x 52"" H
Size: Queen
Features
- Made with solid wood & wood veneer
- Foundation required

Bonus storage & convenience features (from matching set pieces):

USB Charger in Night Stand
Nickel Drawer Pulls
Felt-lined Top Drawers

Materials: Solid Wood, Wood Veneer, Engineered Wood
Color: Walnut
Weight: 96.8 lbs",Furniture of America,,Bedroom,"Furniture of America, Quick Ship Furniture, New Arrival, Indoor Furniture, Bedroom, Bed, ALAINA",TRUE,Color,Walnut,Size,Queen,,,FOA7916Q-BED,43908,shopify,20,deny,manual,239,567,TRUE,FALSE,,,,,FALSE,Alaina Bed Queen in Walnut | GOODDEGG,The ALAINA Bed creates a restful centerpiece for the bedroom. Shop at GOODDEGG for a great selection and guaranteed lowest prices.,,,,FOA7916Q-BED,new,FALSE,,g,,239,,,,,,,active
alanis-bed,ALANIS Bed,"FREE SHIPPING
ALANIS Bed brings a Contemporary look to your home with a refined, comfortable feel. As a bedroom bed, it is designed to complement your space. The Fabric, Mirror, Solid Wood, Engineered Wood construction is complemented by Light Gray tones for a polished look.
Product Dimensions: 94 1 or 2"" L x 80 1 or 2"" W x 68"" H
Size: California King
Features
- Made with solid wood & wood veneer

Bonus storage & convenience features (from matching set pieces):

Felt-lined Top Drawers & English Dovetail Drawer Construction
Jewelry Drawers in Dresser

Materials: Fabric, Mirror, Solid Wood, Engineered Wood
Color: Light Gray
Weight: 199.1 lbs",Furniture of America,,Bedroom,"Furniture of America, Quick Ship Furniture, New Arrival, Indoor Furniture, Bedroom, Bed, ALANIS",TRUE,Color,Light Gray,Size,Cal.King,,,CM7579CK-BED,90310,shopify,20,deny,manual,569,1527,TRUE,FALSE,,,,,FALSE,Alanis Bed California King in Light Gray | GOODDEGG,The ALANIS Bed creates a restful centerpiece for the bedroom. Shop at GOODDEGG for a great selection and guaranteed lowest prices.,,,,CM7579CK-BED,new,FALSE,,g,,569,,,,,,,active
alanis-chest,ALANIS Chest,"FREE SHIPPING
Elevate your space with ALANIS Chest, styled in Contemporary and designed for everyday comfort. This bedroom chest is made to fit naturally into the room. With Mirror, Solid Wood, Engineered Wood and Light Gray tones, it blends structure and softness in one clean profile.
Product Dimensions: 38"" L x 17 1 or 2"" W x 53 5 or 8"" H
Features
- Made with solid wood & wood veneer

Bonus storage & convenience features (from matching set pieces):

Felt-lined Top Drawers
English Dovetail Drawer Construction

Materials: Mirror, Solid Wood, Engineered Wood
Color: Light Gray
Weight: 185.2 lbs",Furniture of America,,Bedroom,"Furniture of America, Quick Ship Furniture, New Arrival, Indoor Furniture, Bedroom, Chest, ALANIS",TRUE,Color,Light Gray,,,,,CM7579C,84005,shopify,20,deny,manual,409,1017,TRUE,FALSE,,,,,FALSE,ALANIS Chest in Light Gray | GOODDEGG,The ALANIS Chest adds storage to keep clothing and essentials organized. Shop at GOODDEGG for a great selection and guaranteed lowest prices.,,,,CM7579C,new,FALSE,,g,,409,,,,,,,active
alanis-dresser,ALANIS Dresser,"FREE SHIPPING
ALANIS Dresser adds a Contemporary touch while keeping the room feeling warm and welcoming. Built as a bedroom dresser, it pairs well with a wide range of interiors. Crafted from Mirror, Solid Wood, Engineered Wood, it is finished in Light Gray tones that pair easily with surrounding decor.
Product Dimensions: 66"" L x 17 1 or 2"" W x 41"" H
Features
- Made with solid wood & wood veneer

Bonus storage & convenience features (from matching set pieces):

Felt-lined Top Drawers
English Dovetail Drawer Construction
Jewelry Drawers in Dresser

Materials: Mirror, Solid Wood, Engineered Wood
Color: Light Gray
Weight: 235.8 lbs",Furniture of America,,Bedroom,"Furniture of America, Quick Ship Furniture, New Arrival, Indoor Furniture, Bedroom, Dresser, ALANIS",TRUE,Color,Light Gray,,,,,CM7579D,106957,shopify,20,deny,manual,530,1320,TRUE,FALSE,,,,,FALSE,ALANIS Dresser in Light Gray | GOODDEGG,The ALANIS Dresser adds storage to keep clothing and essentials organized. Shop at GOODDEGG for a great selection and guaranteed lowest prices.,,,,CM7579D,new,FALSE,,g,,530,,,,,,,active
alanis-bed,ALANIS Bed,"FREE SHIPPING
Make the room feel complete with ALANIS Bed and its Contemporary character. As a bedroom bed, it is designed to complement your space. Finished in Light Gray tones, the Fabric, Mirror, Solid Wood, Engineered Wood build balances durability with visual appeal.
Product Dimensions: 90 1 or 2"" L x 80 1 or 2"" W x 68"" H
Size: Eastern King
Features
- Made with solid wood & wood veneer

Bonus storage & convenience features (from matching set pieces):

Felt-lined Top Drawers & English Dovetail Drawer Construction
Jewelry Drawers in Dresser

Materials: Fabric, Mirror, Solid Wood, Engineered Wood
Color: Light Gray
Weight: 189.2 lbs",Furniture of America,,Bedroom,"Furniture of America, Quick Ship Furniture, New Arrival, Indoor Furniture, Bedroom, Bed, ALANIS",TRUE,Color,Light Gray,Size,E.King,,,CM7579EK-BED,85820,shopify,20,deny,manual,569,1527,TRUE,FALSE,,,,,FALSE,Alanis Bed Eastern King in Light Gray | GOODDEGG,The ALANIS Bed creates a restful centerpiece for the bedroom. Shop at GOODDEGG for a great selection and guaranteed lowest prices.,,,,CM7579EK-BED,new,FALSE,,g,,569,,,,,,,active
alanis-mirror-w-led,ALANIS Mirror w/ LED,"FREE SHIPPING
ALANIS Mirror w/ LED brings a Contemporary look to your home with a refined, comfortable feel. This bedroom mirror is made to fit naturally into the room. The Mirror, Solid Wood, Engineered Wood construction is complemented by Light Gray tones for a polished look.
Product Dimensions: 49 1 or 2"" L x 38 3 or 4"" H x 1 3 or 4""D
Features
- Made with solid wood & wood veneer

Materials: Mirror, Solid Wood, Engineered Wood
Color: Light Gray
Weight: 64.9 lbs",Furniture of America,,Bedroom,"Furniture of America, Quick Ship Furniture, New Arrival, Indoor Furniture, Bedroom, Mirror, ALANIS",TRUE,Color,Light Gray,,,,,CM7579M,29438,shopify,20,deny,manual,150,420,TRUE,FALSE,,,,,FALSE,ALANIS Mirror w/ LED in Light Gray | GOODDEGG,The ALANIS Mirror w/ LED adds light and depth to the room. Shop at GOODDEGG for a great selection and guaranteed lowest prices.,,,,CM7579M,new,FALSE,,g,,150,,,,,,,active
alanis-nightstand,ALANIS Nightstand,"FREE SHIPPING
Elevate your space with ALANIS Nightstand, styled in Contemporary and designed for everyday comfort. Built as a bedroom night stand, it pairs well with a wide range of interiors. With Mirror, Solid Wood, Engineered Wood and Light Gray tones, it blends structure and softness in one clean profile.
Product Dimensions: 30"" L x 17 1 or 2"" W x 29 1 or 2"" H
Features
- Made with solid wood & wood veneer

Bonus storage & convenience features (from matching set pieces):

Felt-lined Top Drawers
English Dovetail Drawer Construction

Materials: Mirror, Solid Wood, Engineered Wood
Color: Light Gray
Weight: 84.7 lbs",Furniture of America,,Bedroom,"Furniture of America, Quick Ship Furniture, New Arrival, Indoor Furniture, Bedroom, Night Stand, ALANIS",TRUE,Color,Light Gray,,,,,CM7579N,38419,shopify,20,deny,manual,220,510,TRUE,FALSE,,,,,FALSE,ALANIS Nightstand in Light Gray | GOODDEGG,The ALANIS Nightstand brings everyday comfort and function to your space. Shop at GOODDEGG for a great selection and guaranteed lowest prices.,,,,CM7579N,new,FALSE,,g,,220,,,,,,,active
alanis-bed,ALANIS Bed,"FREE SHIPPING
ALANIS Bed adds a Contemporary touch while keeping the room feeling warm and welcoming. As a bedroom bed, it is designed to complement your space. Crafted from Fabric, Mirror, Solid Wood, Engineered Wood, it is finished in Light Gray tones that pair easily with surrounding decor.
Product Dimensions: 90 1 or 2"" L x 64 3 or 4"" W x 68"" H
Size: Queen
Features
- Made with solid wood & wood veneer

Bonus storage & convenience features (from matching set pieces):

Felt-lined Top Drawers & English Dovetail Drawer Construction
Jewelry Drawers in Dresser

Materials: Fabric, Mirror, Solid Wood, Engineered Wood
Color: Light Gray
Weight: 161.78 lbs",Furniture of America,,Bedroom,"Furniture of America, Quick Ship Furniture, New Arrival, Indoor Furniture, Bedroom, Bed, ALANIS",TRUE,Color,Light Gray,Size,Queen,,,CM7579Q-BED,73382,shopify,20,deny,manual,489,1257,TRUE,FALSE,,,,,FALSE,Alanis Bed Queen in Light Gray | GOODDEGG,The ALANIS Bed creates a restful centerpiece for the bedroom. Shop at GOODDEGG for a great selection and guaranteed lowest prices.,,,,CM7579Q-BED,new,FALSE,,g,,489,,,,,,,active
alba-patio-wooden-bench,ALBA Patio Wooden Bench,"FREE SHIPPING
Make the room feel complete with ALBA Patio Wooden Bench and its Contemporary character. This outdoor bench is made to fit naturally into the room. Finished in Antique Oak  or  Black tones, the Cast Iron, Wood build balances durability with visual appeal.
Product Dimensions: 49 1 or 4"" L x 23 3 or 4"" W x 31"" H

Materials: Cast Iron, Wood
Color: Antique Oak  or  Black
Weight: 48.4 lbs",Furniture of America,,Outdoor,"Furniture of America, Quick Ship Furniture, New Arrival, Outdoor Furniture, Outdoor, Bench, ALBA",TRUE,Color,Antique Oak/Black,,,,,CM-OB1806,21954,shopify,20,deny,manual,79,207,TRUE,FALSE,,,,,FALSE,ALBA Patio Wooden Bench in Antique Oak  or  Black | GOODDEGG,The ALBA Patio Wooden Bench adds flexible seating where you need it most. Shop at GOODDEGG for a great selection and guaranteed lowest prices.,,,,CM-OB1806,new,FALSE,,g,,79,,,,,,,active
albacete-chair,ALBACETE Chair,"FREE SHIPPING
ALBACETE Chair brings a Traditional look to your home with a refined, comfortable feel. Built as a upholstery chair, it pairs well with a wide range of interiors. The Velvet, Solid Wood, Others construction is complemented by Dark Cherry  or  Brown tones for a polished look.
Product Dimensions: 46"" x 48.5"" x 38.5""
Features
- Made with solid wood & wood veneer

Materials: Velvet, Solid Wood, Others
Color: Dark Cherry  or  Brown
Weight: 145.2 lbs",Furniture of America,,Upholstery,"Furniture of America, Quick Ship Furniture, New Arrival, Indoor Furniture, Upholstery, Chair, ALBACETE",TRUE,Color,Dark Cherry/Brown,,,,,FM65006BR-CH,65862,shopify,20,deny,manual,599,1527,TRUE,FALSE,,,,,FALSE,ALBACETE Chair in Dark Cherry  or  Brown | GOODDEGG,The ALBACETE Chair adds comfortable seating and style to your space. Shop at GOODDEGG for a great selection and guaranteed lowest prices.,,,,FM65006BR-CH,new,FALSE,,g,,599,,,,,,,active
albacete-chair,ALBACETE Chair,"FREE SHIPPING
Elevate your space with ALBACETE Chair, styled in Traditional and designed for everyday comfort. As a upholstery chair, it is designed to complement your space. With Velvet, Solid Wood, Others and Champagne  or  Purple tones, it blends structure and softness in one clean profile.
Product Dimensions: 46"" x 48.5"" x 38.5""
Features
- Made with solid wood & wood veneer

Materials: Velvet, Solid Wood, Others
Color: Champagne  or  Purple
Weight: 149.6 lbs",Furniture of America,,Upholstery,"Furniture of America, Quick Ship Furniture, New Arrival, Indoor Furniture, Upholstery, Chair, ALBACETE",TRUE,Color,Champagne/Purple,,,,,FM65006PR-CH,67857,shopify,20,deny,manual,599,1527,TRUE,FALSE,,,,,FALSE,ALBACETE Chair in Champagne  or  Purple | GOODDEGG,The ALBACETE Chair adds comfortable seating and style to your space. Shop at GOODDEGG for a great selection and guaranteed lowest prices.,,,,FM65006PR-CH,new,FALSE,,g,,599,,,,,,,active
albacete-loveseat,ALBACETE Loveseat,"FREE SHIPPING
ALBACETE Loveseat adds a Traditional touch while keeping the room feeling warm and welcoming. This upholstery loveseat is made to fit naturally into the room. Crafted from Velvet, Solid Wood, Others, it is finished in Dark Cherry  or  Brown tones that pair easily with surrounding decor.
Product Dimensions: 69.5"" x 48.25"" x 38.5""
Features
- Made with solid wood & wood veneer

Materials: Velvet, Solid Wood, Others
Color: Dark Cherry  or  Brown
Weight: 189.2 lbs",Furniture of America,,Upholstery,"Furniture of America, Quick Ship Furniture, New Arrival, Indoor Furniture, Upholstery, Loveseat, ALBACETE",TRUE,Color,Dark Cherry/Brown,,,,,FM65006BR-LV,85820,shopify,20,deny,manual,790,2070,TRUE,FALSE,,,,,FALSE,ALBACETE Loveseat in Dark Cherry  or  Brown | GOODDEGG,The ALBACETE Loveseat offers relaxed seating for everyday lounging. Shop at GOODDEGG for a great selection and guaranteed lowest prices.,,,,FM65006BR-LV,new,FALSE,,g,,790,,,,,,,active
albacete-loveseat,ALBACETE Loveseat,"FREE SHIPPING
Make the room feel complete with ALBACETE Loveseat and its Traditional character. Built as a upholstery loveseat, it pairs well with a wide range of interiors. Finished in Champagne  or  Purple tones, the Velvet, Solid Wood, Others build balances durability with visual appeal.
Product Dimensions: 69.5"" x 48.25"" x 38.5""
Features
- Made with solid wood & wood veneer

Materials: Velvet, Solid Wood, Others
Color: Champagne  or  Purple
Weight: 191.4 lbs",Furniture of America,,Upholstery,"Furniture of America, Quick Ship Furniture, New Arrival, Indoor Furniture, Upholstery, Loveseat, ALBACETE",TRUE,Color,Champagne/Purple,,,,,FM65006PR-LV,86818,shopify,20,deny,manual,790,2070,TRUE,FALSE,,,,,FALSE,ALBACETE Loveseat in Champagne  or  Purple | GOODDEGG,The ALBACETE Loveseat offers relaxed seating for everyday lounging. Shop at GOODDEGG for a great selection and guaranteed lowest prices.,,,,FM65006PR-LV,new,FALSE,,g,,790,,,,,,,active
albacete-sofa,ALBACETE Sofa,"FREE SHIPPING
ALBACETE Sofa brings a Traditional look to your home with a refined, comfortable feel. As a upholstery sofa, it is designed to complement your space. The Velvet, Solid Wood, Others construction is complemented by Dark Cherry  or  Brown tones for a polished look.
Product Dimensions: 94.5"" x 48.25"" x 38.5""
Features
- Made with solid wood & wood veneer

Materials: Velvet, Solid Wood, Others
Color: Dark Cherry  or  Brown
Weight: 231 lbs",Furniture of America,,Upholstery,"Furniture of America, Quick Ship Furniture, New Arrival, Indoor Furniture, Upholstery, Sofa, ALBACETE",TRUE,Color,Dark Cherry/Brown,,,,,FM65006BR-SF,104780,shopify,20,deny,manual,1059,2697,TRUE,FALSE,,,,,FALSE,Albacete Sofa in Dark Cherry  or  Brown | GOODDEGG,The ALBACETE Sofa offers relaxed seating for everyday lounging. Shop at GOODDEGG for a great selection and guaranteed lowest prices.,,,,FM65006BR-SF,new,FALSE,,g,,1059,,,,,,,active
albacete-sofa,ALBACETE Sofa,"FREE SHIPPING
Elevate your space with ALBACETE Sofa, styled in Traditional and designed for everyday comfort. This upholstery sofa is made to fit naturally into the room. With Velvet, Solid Wood, Others and Champagne  or  Purple tones, it blends structure and softness in one clean profile.
Product Dimensions: 94.5"" x 48.25"" x 38.5""
Features
- Made with solid wood & wood veneer

Materials: Velvet, Solid Wood, Others
Color: Champagne  or  Purple
Weight: 238.7 lbs",Furniture of America,,Upholstery,"Furniture of America, Quick Ship Furniture, New Arrival, Indoor Furniture, Upholstery, Sofa, ALBACETE",TRUE,Color,Champagne/Purple,,,,,FM65006PR-SF,108272,shopify,20,deny,manual,1059,2697,TRUE,FALSE,,,,,FALSE,Albacete Sofa in Champagne  or  Purple | GOODDEGG,The ALBACETE Sofa offers relaxed seating for everyday lounging. Shop at GOODDEGG for a great selection and guaranteed lowest prices.,,,,FM65006PR-SF,new,FALSE,,g,,1059,,,,,,,active
albani-or-twin-bunk-bed,ALBANI  or Twin Bunk Bed,"FREE SHIPPING
ALBANI  or Twin Bunk Bed adds a Rustic touch while keeping the room feeling warm and welcoming. Built as a youth bunk bed, it pairs well with a wide range of interiors. Crafted from Solid Wood, Others, it is finished in White tones that pair easily with surrounding decor.
Product Dimensions: 82"" W x 45""D x 63"" H
Size: Twin
Features
- Made with solid wood & wood veneer

Materials: Solid Wood, Others
Color: White
Weight: 182 lbs",Furniture of America,,Youth,"Furniture of America, Quick Ship Furniture, New Arrival, Indoor Furniture, Youth, Bunk Bed, ALBANI",TRUE,Color,White,Size,Twin,,,AM-BK302WH-BED,82554,shopify,20,deny,manual,499,1497,TRUE,FALSE,,,,,FALSE,ALBANI  or Twin Bunk Bed Twin in White | GOODDEGG,The ALBANI or Bunk Bed creates a restful centerpiece for the bedroom. Shop at GOODDEGG for a great selection and guaranteed lowest prices.,,,,AM-BK302WH-BED,new,FALSE,,g,,499,,,,,,,active
albano-or-full-bunk-bed,ALBANO  or Full Bunk Bed,"FREE SHIPPING
Make the room feel complete with ALBANO  or Full Bunk Bed and its Transitional character. As a youth bed, it is designed to complement your space. Finished in White tones, the Solid Hardwood, Engineered Wood build balances durability with visual appeal.
Product Dimensions: 61"" W x 81""D x 70.5"" H
Size: Twin

Materials: Solid Hardwood, Engineered Wood
Color: White
Weight: 226.19 lbs",Furniture of America,,Youth,"Furniture of America, Quick Ship Furniture, New Arrival, Indoor Furniture, Youth, Bed, ALBANO",TRUE,Color,White,Size,Twin,,,FM-BK107WH-F-BED,102598,shopify,20,deny,manual,369,957,TRUE,FALSE,,,,,FALSE,ALBANO  or Full Bunk Bed Twin in White | GOODDEGG,The ALBANO or Bunk Bed creates a restful centerpiece for the bedroom. Shop at GOODDEGG for a great selection and guaranteed lowest prices.,,,,FM-BK107WH-F-BED,new,FALSE,,g,,369,,,,,,,active
